Three-Digit ZIP Code,Year,Quarter,Index (NSA)
49,1997,4,106.05
49,1998,1,104.97
49,1998,2,103.49
49,1998,3,105.9
49,1998,4,107.03
49,1999,1,107.38
49,1999,2,107.56
49,1999,3,109.02
49,1999,4,109.98
49,2000,1,110.6
49,2000,2,112.53
49,2000,3,114.12
49,2000,4,116.73
49,2001,1,118.82
49,2001,2,122.02
49,2001,3,122.86
49,2001,4,125.99
49,2002,1,128.69
49,2002,2,130.87
49,2002,3,134.69
49,2002,4,135.81
49,2003,1,138.98
49,2003,2,140.91
49,2003,3,144.24
49,2003,4,149.71
49,2004,1,154.3
49,2004,2,158.85
49,2004,3,165.46
49,2004,4,171.46
49,2005,1,174.41
49,2005,2,179.99
49,2005,3,182.05
49,2005,4,189.79
49,2006,1,189
49,2006,2,190.9
49,2006,3,194.08
49,2006,4,198.99
49,2007,1,199.77
49,2007,2,199.88
49,2007,3,196.52
49,2007,4,199.7
49,2008,1,202.78
49,2008,2,201.55
49,2008,3,195.38
49,2008,4,194.16
49,2009,1,195.47
49,2009,2,192.96
49,2009,3,188.04
49,2009,4,186.92
49,2010,1,184.98
49,2010,2,182.87
49,2010,3,184.68
49,2010,4,186.55
49,2011,1,183
49,2011,2,180.26
49,2011,3,182.15
49,2011,4,182.8
49,2012,1,178.73
49,2012,2,178.33
49,2012,3,178.14
49,2012,4,177.56
49,2013,1,177.98
49,2013,2,179.9
49,2013,3,176.72
49,2013,4,174.84
49,2014,1,173.53
49,2014,2,175.54
49,2014,3,178.44
49,2014,4,180.15
49,2015,1,179.75
49,2015,2,179.09
49,2015,3,179.94
49,2015,4,178
49,2016,1,182.79
49,2016,2,180.53
49,2016,3,186.48
49,2016,4,187.69
49,2017,1,186
49,2017,2,184.99
49,2017,3,188.66
49,2017,4,191.97
49,2018,1,191.17
49,2018,2,196.15
49,2018,3,196.62
49,2018,4,197.78
49,2019,1,199.04
49,2019,2,204.81
49,2019,3,208.46
49,2019,4,211.99
49,2020,1,212.14
49,2020,2,216.07
49,2020,3,222.95
49,2020,4,227.83
49,2021,1,235.36
49,2021,2,251.85
49,2021,3,267.93
49,2021,4,279.28
49,2022,1,292.58
49,2022,2,307.56
49,2022,3,320.94
49,2022,4,324.91
49,2023,1,326.17
49,2023,2,349.69
49,2023,3,351.74
49,2023,4,348.45
49,2024,1,359.21
49,2024,2,369.92
50,1995,1,100
50,1995,2,101.43
50,1995,3,104.02
50,1995,4,104.85
50,1996,1,106.41
50,1996,2,104.55
50,1996,3,103.99
50,1996,4,100.92
50,1997,1,104.73
50,1997,2,102.83
50,1997,3,104.65
50,1997,4,104.81
50,1998,1,106.98
50,1998,2,106.26
50,1998,3,105.41
50,1998,4,108.01
50,1999,1,109.04
50,1999,2,109.39
50,1999,3,109.5
50,1999,4,111.21
50,2000,1,112.78
50,2000,2,113.17
50,2000,3,116.28
50,2000,4,118.55
50,2001,1,120.04
50,2001,2,122.71
50,2001,3,125.48
50,2001,4,126.74
50,2002,1,129.61
50,2002,2,131.95
50,2002,3,134.87
50,2002,4,136.83
50,2003,1,138.26
50,2003,2,141.06
50,2003,3,145.3
50,2003,4,152.77
50,2004,1,154.82
50,2004,2,159.36
50,2004,3,168.81
50,2004,4,173.16
50,2005,1,178.29
50,2005,2,184.09
50,2005,3,191.67
50,2005,4,194.27
50,2006,1,197.49
50,2006,2,202.78
50,2006,3,204.17
50,2006,4,208.12
50,2007,1,209.03
50,2007,2,210.19
50,2007,3,210.51
50,2007,4,209.01
50,2008,1,212.48
50,2008,2,209.3
50,2008,3,208.31
50,2008,4,208.57
50,2009,1,208.54
50,2009,2,205.82
50,2009,3,203.78
50,2009,4,200.81
50,2010,1,200.14
50,2010,2,199.92
50,2010,3,200.42
50,2010,4,200.79
50,2011,1,198.06
50,2011,2,195.63
50,2011,3,193.7
50,2011,4,198.06
50,2012,1,197.06
50,2012,2,194.2
50,2012,3,194.97
50,2012,4,195.93
50,2013,1,195.65
50,2013,2,192.8
50,2013,3,193.72
50,2013,4,192.63
50,2014,1,190.17
50,2014,2,190.11
50,2014,3,191.45
50,2014,4,191.92
50,2015,1,191.43
50,2015,2,195.01
50,2015,3,193.19
50,2015,4,193.36
50,2016,1,191.6
50,2016,2,194.47
50,2016,3,195.97
50,2016,4,196.56
50,2017,1,198.15
50,2017,2,198.1
50,2017,3,198.85
50,2017,4,201.97
50,2018,1,202.28
50,2018,2,203.75
50,2018,3,206.05
50,2018,4,203.99
50,2019,1,205.66
50,2019,2,211.91
50,2019,3,214.83
50,2019,4,214.96
50,2020,1,218.47
50,2020,2,218.27
50,2020,3,224.99
50,2020,4,231.33
50,2021,1,237.8
50,2021,2,249.52
50,2021,3,266.79
50,2021,4,273.91
50,2022,1,284.93
50,2022,2,304.82
50,2022,3,320.59
50,2022,4,313.91
50,2023,1,317.62
50,2023,2,340.54
50,2023,3,351.02
50,2023,4,348.13
50,2024,1,358.16
50,2024,2,367.58
51,1995,1,100
51,1995,2,101.43
51,1995,3,104.02
51,1995,4,104.85
51,1996,1,106.41
51,1996,2,104.55
51,1996,3,103.99
51,1996,4,100.92
51,1997,1,104.73
51,1997,2,102.83
51,1997,3,104.65
51,1997,4,104.81
51,1998,1,106.98
51,1998,2,106.26
51,1998,3,105.41
51,1998,4,108.01
51,1999,1,109.04
51,1999,2,109.39
51,1999,3,109.5
51,1999,4,111.21
51,2000,1,112.78
51,2000,2,113.17
51,2000,3,116.28
51,2000,4,118.55
51,2001,1,120.04
51,2001,2,122.71
51,2001,3,125.48
51,2001,4,126.74
51,2002,1,129.61
51,2002,2,131.95
51,2002,3,134.87
51,2002,4,136.83
51,2003,1,138.26
51,2003,2,141.06
51,2003,3,145.3
51,2003,4,152.77
51,2004,1,154.82
51,2004,2,159.36
51,2004,3,168.81
51,2004,4,173.16
51,2005,1,178.29
51,2005,2,184.09
51,2005,3,191.67
51,2005,4,194.27
51,2006,1,197.49
51,2006,2,202.78
51,2006,3,204.17
51,2006,4,208.12
51,2007,1,209.03
51,2007,2,210.19
51,2007,3,210.51
51,2007,4,209.01
51,2008,1,212.48
51,2008,2,209.3
51,2008,3,208.31
51,2008,4,208.57
51,2009,1,208.54
51,2009,2,205.82
51,2009,3,203.78
51,2009,4,200.81
51,2010,1,200.14
51,2010,2,199.92
51,2010,3,200.42
51,2010,4,200.79
51,2011,1,198.06
51,2011,2,195.63
51,2011,3,193.7
51,2011,4,198.06
51,2012,1,197.06
51,2012,2,194.2
51,2012,3,194.97
51,2012,4,195.93
51,2013,1,195.65
51,2013,2,192.8
51,2013,3,193.72
51,2013,4,192.63
51,2014,1,190.17
51,2014,2,190.11
51,2014,3,191.45
51,2014,4,191.92
51,2015,1,191.43
51,2015,2,195.01
51,2015,3,193.19
51,2015,4,193.36
51,2016,1,191.6
51,2016,2,194.47
51,2016,3,195.97
51,2016,4,196.56
51,2017,1,198.15
51,2017,2,198.1
51,2017,3,198.85
51,2017,4,201.97
51,2018,1,202.28
51,2018,2,203.75
51,2018,3,206.05
51,2018,4,203.99
51,2019,1,205.66
51,2019,2,211.91
51,2019,3,214.83
51,2019,4,214.96
51,2020,1,218.47
51,2020,2,218.27
51,2020,3,224.99
51,2020,4,231.33
51,2021,1,237.8
51,2021,2,249.52
51,2021,3,266.79
51,2021,4,273.91
51,2022,1,284.93
51,2022,2,304.82
51,2022,3,320.59
51,2022,4,313.91
51,2023,1,317.62
51,2023,2,340.54
51,2023,3,351.02
51,2023,4,348.13
51,2024,1,358.16
51,2024,2,367.58
52,1995,1,100
52,1995,2,101.43
52,1995,3,104.02
52,1995,4,104.85
52,1996,1,106.41
52,1996,2,104.55
52,1996,3,103.99
52,1996,4,100.92
52,1997,1,104.73
52,1997,2,102.83
52,1997,3,104.65
52,1997,4,104.81
52,1998,1,106.98
52,1998,2,106.26
52,1998,3,105.41
52,1998,4,108.01
52,1999,1,109.04
52,1999,2,109.39
52,1999,3,109.5
52,1999,4,111.21
52,2000,1,112.78
52,2000,2,113.17
52,2000,3,116.28
52,2000,4,118.55
52,2001,1,120.04
52,2001,2,122.71
52,2001,3,125.48
52,2001,4,126.74
52,2002,1,129.61
52,2002,2,131.95
52,2002,3,134.87
52,2002,4,136.83
52,2003,1,138.26
52,2003,2,141.06
52,2003,3,145.3
52,2003,4,152.77
52,2004,1,154.82
52,2004,2,159.36
52,2004,3,168.81
52,2004,4,173.16
52,2005,1,178.29
52,2005,2,184.09
52,2005,3,191.67
52,2005,4,194.27
52,2006,1,197.49
52,2006,2,202.78
52,2006,3,204.17
52,2006,4,208.12
52,2007,1,209.03
52,2007,2,210.19
52,2007,3,210.51
52,2007,4,209.01
52,2008,1,212.48
52,2008,2,209.3
52,2008,3,208.31
52,2008,4,208.57
52,2009,1,208.54
52,2009,2,205.82
52,2009,3,203.78
52,2009,4,200.81
52,2010,1,200.14
52,2010,2,199.92
52,2010,3,200.42
52,2010,4,200.79
52,2011,1,198.06
52,2011,2,195.63
52,2011,3,193.7
52,2011,4,198.06
52,2012,1,197.06
52,2012,2,194.2
52,2012,3,194.97
52,2012,4,195.93
52,2013,1,195.65
52,2013,2,192.8
52,2013,3,193.72
52,2013,4,192.63
52,2014,1,190.17
52,2014,2,190.11
52,2014,3,191.45
52,2014,4,191.92
52,2015,1,191.43
52,2015,2,195.01
52,2015,3,193.19
52,2015,4,193.36
52,2016,1,191.6
52,2016,2,194.47
52,2016,3,195.97
52,2016,4,196.56
52,2017,1,198.15
52,2017,2,198.1
52,2017,3,198.85
52,2017,4,201.97
52,2018,1,202.28
52,2018,2,203.75
52,2018,3,206.05
52,2018,4,203.99
52,2019,1,205.66
52,2019,2,211.91
52,2019,3,214.83
52,2019,4,214.96
52,2020,1,218.47
52,2020,2,218.27
52,2020,3,224.99
52,2020,4,231.33
52,2021,1,237.8
52,2021,2,249.52
52,2021,3,266.79
52,2021,4,273.91
52,2022,1,284.93
52,2022,2,304.82
52,2022,3,320.59
52,2022,4,313.91
52,2023,1,317.62
52,2023,2,340.54
52,2023,3,351.02
52,2023,4,348.13
52,2024,1,358.16
52,2024,2,367.58
53,1995,1,100
53,1995,2,101.43
53,1995,3,104.02
53,1995,4,104.85
53,1996,1,106.41
53,1996,2,104.55
53,1996,3,103.99
53,1996,4,100.92
53,1997,1,104.73
53,1997,2,102.83
53,1997,3,104.65
53,1997,4,104.81
53,1998,1,106.98
53,1998,2,106.26
53,1998,3,105.41
53,1998,4,108.01
53,1999,1,109.04
53,1999,2,109.39
53,1999,3,109.5
53,1999,4,111.21
53,2000,1,112.78
53,2000,2,113.17
53,2000,3,116.28
53,2000,4,118.55
53,2001,1,120.04
53,2001,2,122.71
53,2001,3,125.48
53,2001,4,126.74
53,2002,1,129.61
53,2002,2,131.95
53,2002,3,134.87
53,2002,4,136.83
53,2003,1,138.26
53,2003,2,141.06
53,2003,3,145.3
53,2003,4,152.77
53,2004,1,154.82
53,2004,2,159.36
53,2004,3,168.81
53,2004,4,173.16
53,2005,1,178.29
53,2005,2,184.09
53,2005,3,191.67
53,2005,4,194.27
53,2006,1,197.49
53,2006,2,202.78
53,2006,3,204.17
53,2006,4,208.12
53,2007,1,209.03
53,2007,2,210.19
53,2007,3,210.51
53,2007,4,209.01
53,2008,1,212.48
53,2008,2,209.3
53,2008,3,208.31
53,2008,4,208.57
53,2009,1,208.54
53,2009,2,205.82
53,2009,3,203.78
53,2009,4,200.81
53,2010,1,200.14
53,2010,2,199.92
53,2010,3,200.42
53,2010,4,200.79
53,2011,1,198.06
53,2011,2,195.63
53,2011,3,193.7
53,2011,4,198.06
53,2012,1,197.06
53,2012,2,194.2
53,2012,3,194.97
53,2012,4,195.93
53,2013,1,195.65
53,2013,2,192.8
53,2013,3,193.72
53,2013,4,192.63
53,2014,1,190.17
53,2014,2,190.11
53,2014,3,191.45
53,2014,4,191.92
53,2015,1,191.43
53,2015,2,195.01
53,2015,3,193.19
53,2015,4,193.36
53,2016,1,191.6
53,2016,2,194.47
53,2016,3,195.97
53,2016,4,196.56
53,2017,1,198.15
53,2017,2,198.1
53,2017,3,198.85
53,2017,4,201.97
53,2018,1,202.28
53,2018,2,203.75
53,2018,3,206.05
53,2018,4,203.99
53,2019,1,205.66
53,2019,2,211.91
53,2019,3,214.83
53,2019,4,214.96
53,2020,1,218.47
53,2020,2,218.27
53,2020,3,224.99
53,2020,4,231.33
53,2021,1,237.8
53,2021,2,249.52
53,2021,3,266.79
53,2021,4,273.91
53,2022,1,284.93
53,2022,2,304.82
53,2022,3,320.59
53,2022,4,313.91
53,2023,1,317.62
53,2023,2,340.54
53,2023,3,351.02
53,2023,4,348.13
53,2024,1,358.16
53,2024,2,367.58
54,1995,1,100
54,1995,2,102.41
54,1995,3,101.88
54,1995,4,102.63
54,1996,1,104.22
54,1996,2,102.67
54,1996,3,102.1
54,1996,4,103.5
54,1997,1,104.6
54,1997,2,103.57
54,1997,3,104.67
54,1997,4,104.95
54,1998,1,106.19
54,1998,2,106.51
54,1998,3,107.24
54,1998,4,108.25
54,1999,1,109.27
54,1999,2,110.21
54,1999,3,113.88
54,1999,4,115.08
54,2000,1,118.27
54,2000,2,121.1
54,2000,3,123.19
54,2000,4,125.6
54,2001,1,127.89
54,2001,2,130.15
54,2001,3,133.52
54,2001,4,135.19
54,2002,1,137.92
54,2002,2,141.6
54,2002,3,143.53
54,2002,4,144.26
54,2003,1,145.95
54,2003,2,148.02
54,2003,3,151.53
54,2003,4,159.14
54,2004,1,161.34
54,2004,2,165.85
54,2004,3,177.3
54,2004,4,179.94
54,2005,1,185.73
54,2005,2,191.9
54,2005,3,198.22
54,2005,4,202.88
54,2006,1,205.56
54,2006,2,209.03
54,2006,3,209.79
54,2006,4,211.7
54,2007,1,213.93
54,2007,2,212.52
54,2007,3,213.06
54,2007,4,212.84
54,2008,1,215.36
54,2008,2,213.22
54,2008,3,211.19
54,2008,4,210.54
54,2009,1,211.37
54,2009,2,208.22
54,2009,3,207.4
54,2009,4,206.74
54,2010,1,207.04
54,2010,2,206.55
54,2010,3,207.33
54,2010,4,208.42
54,2011,1,207.75
54,2011,2,205.77
54,2011,3,208.19
54,2011,4,209.36
54,2012,1,208.92
54,2012,2,209.71
54,2012,3,210.31
54,2012,4,209.59
54,2013,1,211.38
54,2013,2,211.05
54,2013,3,211.67
54,2013,4,211.29
54,2014,1,211.53
54,2014,2,215.49
54,2014,3,215.9
54,2014,4,215.23
54,2015,1,218.54
54,2015,2,218.88
54,2015,3,221.19
54,2015,4,219.36
54,2016,1,221.22
54,2016,2,223.78
54,2016,3,225.92
54,2016,4,225.37
54,2017,1,225.81
54,2017,2,229.48
54,2017,3,231.18
54,2017,4,233.47
54,2018,1,236.18
54,2018,2,239.47
54,2018,3,238.47
54,2018,4,239.89
54,2019,1,241.36
54,2019,2,244.74
54,2019,3,249.28
54,2019,4,251.02
54,2020,1,252.3
54,2020,2,255.13
54,2020,3,259.32
54,2020,4,265.91
54,2021,1,271.68
54,2021,2,283.51
54,2021,3,299.69
54,2021,4,311.03
54,2022,1,313.85
54,2022,2,339.51
54,2022,3,354.77
54,2022,4,347.28
54,2023,1,359.79
54,2023,2,373.31
54,2023,3,388.93
54,2023,4,374.87
54,2024,1,386.18
54,2024,2,411.15
56,1995,1,100
56,1995,2,100.92
56,1995,3,103.63
56,1995,4,105.82
56,1996,1,104.8
56,1996,2,103.43
56,1996,3,105.48
56,1996,4,99.71
56,1997,1,101.24
56,1997,2,98.08
56,1997,3,99.86
56,1997,4,103.72
56,1998,1,105.5
56,1998,2,106.94
56,1998,3,104.47
56,1998,4,108.28
56,1999,1,108.87
56,1999,2,107.4
56,1999,3,106.99
56,1999,4,112.8
56,2000,1,111.53
56,2000,2,113.85
56,2000,3,116.99
56,2000,4,118.95
56,2001,1,121.79
56,2001,2,122.88
56,2001,3,126.12
56,2001,4,127.65
56,2002,1,129.72
56,2002,2,132.4
56,2002,3,134.85
56,2002,4,137.58
56,2003,1,138.87
56,2003,2,141.16
56,2003,3,145.56
56,2003,4,153.4
56,2004,1,158.23
56,2004,2,161.09
56,2004,3,170.66
56,2004,4,174.52
56,2005,1,180.32
56,2005,2,190
56,2005,3,192.06
56,2005,4,197.43
56,2006,1,202.13
56,2006,2,202.38
56,2006,3,207.34
56,2006,4,213.36
56,2007,1,210.61
56,2007,2,213.43
56,2007,3,215
56,2007,4,214.4
56,2008,1,218.75
56,2008,2,214.53
56,2008,3,210.53
56,2008,4,212.89
56,2009,1,211.57
56,2009,2,210.56
56,2009,3,207.99
56,2009,4,204.71
56,2010,1,206.13
56,2010,2,206.46
56,2010,3,207.69
56,2010,4,207.71
56,2011,1,206.54
56,2011,2,205.54
56,2011,3,203.63
56,2011,4,203.98
56,2012,1,205.71
56,2012,2,201.82
56,2012,3,203.31
56,2012,4,206.43
56,2013,1,204.58
56,2013,2,204.59
56,2013,3,206.76
56,2013,4,201.73
56,2014,1,198.25
56,2014,2,201.82
56,2014,3,203.53
56,2014,4,203.34
56,2015,1,203.08
56,2015,2,210.1
56,2015,3,209.68
56,2015,4,207.92
56,2016,1,208.36
56,2016,2,208.51
56,2016,3,214.77
56,2016,4,217.13
56,2017,1,208.92
56,2017,2,221.21
56,2017,3,214.49
56,2017,4,224.86
56,2018,1,223.68
56,2018,2,222.46
56,2018,3,229.68
56,2018,4,228.12
56,2019,1,231.88
56,2019,2,237.04
56,2019,3,238.04
56,2019,4,240.6
56,2020,1,251.55
56,2020,2,242.43
56,2020,3,253.35
56,2020,4,253.48
56,2021,1,265.35
56,2021,2,274.44
56,2021,3,300.65
56,2021,4,301.75
56,2022,1,318.18
56,2022,2,339.18
56,2022,3,363.25
56,2022,4,338.84
56,2023,1,346.21
56,2023,2,362.82
56,2023,3,384.85
56,2023,4,383.57
56,2024,1,400.25
56,2024,2,400.47
57,1995,1,100
57,1995,2,101.43
57,1995,3,104.02
57,1995,4,104.85
57,1996,1,106.41
57,1996,2,104.55
57,1996,3,103.99
57,1996,4,100.92
57,1997,1,104.73
57,1997,2,102.83
57,1997,3,104.65
57,1997,4,104.81
57,1998,1,106.98
57,1998,2,106.26
57,1998,3,105.41
57,1998,4,108.01
57,1999,1,109.04
57,1999,2,109.39
57,1999,3,109.5
57,1999,4,111.21
57,2000,1,112.78
57,2000,2,113.17
57,2000,3,116.28
57,2000,4,118.55
57,2001,1,120.04
57,2001,2,122.71
57,2001,3,125.48
57,2001,4,126.74
57,2002,1,129.61
57,2002,2,131.95
57,2002,3,134.87
57,2002,4,136.83
57,2003,1,138.26
57,2003,2,141.06
57,2003,3,145.3
57,2003,4,152.77
57,2004,1,154.82
57,2004,2,159.36
57,2004,3,168.81
57,2004,4,173.16
57,2005,1,178.29
57,2005,2,184.09
57,2005,3,191.67
57,2005,4,194.27
57,2006,1,197.49
57,2006,2,202.78
57,2006,3,204.17
57,2006,4,208.12
57,2007,1,209.03
57,2007,2,210.19
57,2007,3,210.51
57,2007,4,209.01
57,2008,1,212.48
57,2008,2,209.3
57,2008,3,208.31
57,2008,4,208.57
57,2009,1,208.54
57,2009,2,205.82
57,2009,3,203.78
57,2009,4,200.81
57,2010,1,200.14
57,2010,2,199.92
57,2010,3,200.42
57,2010,4,200.79
57,2011,1,198.06
57,2011,2,195.63
57,2011,3,193.7
57,2011,4,198.06
57,2012,1,197.06
57,2012,2,194.2
57,2012,3,194.97
57,2012,4,195.93
57,2013,1,195.65
57,2013,2,192.8
57,2013,3,193.72
57,2013,4,192.63
57,2014,1,190.17
57,2014,2,190.11
57,2014,3,191.45
57,2014,4,191.92
57,2015,1,191.43
57,2015,2,195.01
57,2015,3,193.19
57,2015,4,193.36
57,2016,1,191.6
57,2016,2,194.47
57,2016,3,195.97
57,2016,4,196.56
57,2017,1,198.15
57,2017,2,198.1
57,2017,3,198.85
57,2017,4,201.97
57,2018,1,202.28
57,2018,2,203.75
57,2018,3,206.05
57,2018,4,203.99
57,2019,1,205.66
57,2019,2,211.91
57,2019,3,214.83
57,2019,4,214.96
57,2020,1,218.47
57,2020,2,218.27
57,2020,3,224.99
57,2020,4,231.33
57,2021,1,237.8
57,2021,2,249.52
57,2021,3,266.79
57,2021,4,273.91
57,2022,1,284.93
57,2022,2,304.82
57,2022,3,320.59
57,2022,4,313.91
57,2023,1,317.62
57,2023,2,340.54
57,2023,3,351.02
57,2023,4,348.13
57,2024,1,358.16
57,2024,2,367.58
58,1995,1,100
58,1995,2,101.43
58,1995,3,104.02
58,1995,4,104.85
58,1996,1,106.41
58,1996,2,104.55
58,1996,3,103.99
58,1996,4,100.92
58,1997,1,104.73
58,1997,2,102.83
58,1997,3,104.65
58,1997,4,104.81
58,1998,1,106.98
58,1998,2,106.26
58,1998,3,105.41
58,1998,4,108.01
58,1999,1,109.04
58,1999,2,109.39
58,1999,3,109.5
58,1999,4,111.21
58,2000,1,112.78
58,2000,2,113.17
58,2000,3,116.28
58,2000,4,118.55
58,2001,1,120.04
58,2001,2,122.71
58,2001,3,125.48
58,2001,4,126.74
58,2002,1,129.61
58,2002,2,131.95
58,2002,3,134.87
58,2002,4,136.83
58,2003,1,138.26
58,2003,2,141.06
58,2003,3,145.3
58,2003,4,152.77
58,2004,1,154.82
58,2004,2,159.36
58,2004,3,168.81
58,2004,4,173.16
58,2005,1,178.29
58,2005,2,184.09
58,2005,3,191.67
58,2005,4,194.27
58,2006,1,197.49
58,2006,2,202.78
58,2006,3,204.17
58,2006,4,208.12
58,2007,1,209.03
58,2007,2,210.19
58,2007,3,210.51
58,2007,4,209.01
58,2008,1,212.48
58,2008,2,209.3
58,2008,3,208.31
58,2008,4,208.57
58,2009,1,208.54
58,2009,2,205.82
58,2009,3,203.78
58,2009,4,200.81
58,2010,1,200.14
58,2010,2,199.92
58,2010,3,200.42
58,2010,4,200.79
58,2011,1,198.06
58,2011,2,195.63
58,2011,3,193.7
58,2011,4,198.06
58,2012,1,197.06
58,2012,2,194.2
58,2012,3,194.97
58,2012,4,195.93
58,2013,1,195.65
58,2013,2,192.8
58,2013,3,193.72
58,2013,4,192.63
58,2014,1,190.17
58,2014,2,190.11
58,2014,3,191.45
58,2014,4,191.92
58,2015,1,191.43
58,2015,2,195.01
58,2015,3,193.19
58,2015,4,193.36
58,2016,1,191.6
58,2016,2,194.47
58,2016,3,195.97
58,2016,4,196.56
58,2017,1,198.15
58,2017,2,198.1
58,2017,3,198.85
58,2017,4,201.97
58,2018,1,202.28
58,2018,2,203.75
58,2018,3,206.05
58,2018,4,203.99
58,2019,1,205.66
58,2019,2,211.91
58,2019,3,214.83
58,2019,4,214.96
58,2020,1,218.47
58,2020,2,218.27
58,2020,3,224.99
58,2020,4,231.33
58,2021,1,237.8
58,2021,2,249.52
58,2021,3,266.79
58,2021,4,273.91
58,2022,1,284.93
58,2022,2,304.82
58,2022,3,320.59
58,2022,4,313.91
58,2023,1,317.62
58,2023,2,340.54
58,2023,3,351.02
58,2023,4,348.13
58,2024,1,358.16
58,2024,2,367.58
59,1995,1,100
59,1995,2,101.43
59,1995,3,104.02
59,1995,4,104.85
59,1996,1,106.41
59,1996,2,104.55
59,1996,3,103.99
59,1996,4,100.92
59,1997,1,104.73
59,1997,2,102.83
59,1997,3,104.65
59,1997,4,104.81
59,1998,1,106.98
59,1998,2,106.26
59,1998,3,105.41
59,1998,4,108.01
59,1999,1,109.04
59,1999,2,109.39
59,1999,3,109.5
59,1999,4,111.21
59,2000,1,112.78
59,2000,2,113.17
59,2000,3,116.28
59,2000,4,118.55
59,2001,1,120.04
59,2001,2,122.71
59,2001,3,125.48
59,2001,4,126.74
59,2002,1,129.61
59,2002,2,131.95
59,2002,3,134.87
59,2002,4,136.83
59,2003,1,138.26
59,2003,2,141.06
59,2003,3,145.3
59,2003,4,152.77
59,2004,1,154.82
59,2004,2,159.36
59,2004,3,168.81
59,2004,4,173.16
59,2005,1,178.29
59,2005,2,184.09
59,2005,3,191.67
59,2005,4,194.27
59,2006,1,197.49
59,2006,2,202.78
59,2006,3,204.17
59,2006,4,208.12
59,2007,1,209.03
59,2007,2,210.19
59,2007,3,210.51
59,2007,4,209.01
59,2008,1,212.48
59,2008,2,209.3
59,2008,3,208.31
59,2008,4,208.57
59,2009,1,208.54
59,2009,2,205.82
59,2009,3,203.78
59,2009,4,200.81
59,2010,1,200.14
59,2010,2,199.92
59,2010,3,200.42
59,2010,4,200.79
59,2011,1,198.06
59,2011,2,195.63
59,2011,3,193.7
59,2011,4,198.06
59,2012,1,197.06
59,2012,2,194.2
59,2012,3,194.97
59,2012,4,195.93
59,2013,1,195.65
59,2013,2,192.8
59,2013,3,193.72
59,2013,4,192.63
59,2014,1,190.17
59,2014,2,190.11
59,2014,3,191.45
59,2014,4,191.92
59,2015,1,191.43
59,2015,2,195.01
59,2015,3,193.19
59,2015,4,193.36
59,2016,1,191.6
59,2016,2,194.47
59,2016,3,195.97
59,2016,4,196.56
59,2017,1,198.15
59,2017,2,198.1
59,2017,3,198.85
59,2017,4,201.97
59,2018,1,202.28
59,2018,2,203.75
59,2018,3,206.05
59,2018,4,203.99
59,2019,1,205.66
59,2019,2,211.91
59,2019,3,214.83
59,2019,4,214.96
59,2020,1,218.47
59,2020,2,218.27
59,2020,3,224.99
59,2020,4,231.33
59,2021,1,237.8
59,2021,2,249.52
59,2021,3,266.79
59,2021,4,273.91
59,2022,1,284.93
59,2022,2,304.82
59,2022,3,320.59
59,2022,4,313.91
59,2023,1,317.62
59,2023,2,340.54
59,2023,3,351.02
59,2023,4,348.13
59,2024,1,358.16
59,2024,2,367.58
60,1995,1,100
60,1995,2,100.99
60,1995,3,103.68
60,1995,4,103.04
60,1996,1,103.8
60,1996,2,103.39
60,1996,3,101.09
60,1996,4,101.56
60,1997,1,101.7
60,1997,2,102.25
60,1997,3,103.44
60,1997,4,103.84
60,1998,1,106.28
60,1998,2,105.8
60,1998,3,107.68
60,1998,4,108.25
60,1999,1,109.55
60,1999,2,110.68
60,1999,3,111.92
60,1999,4,113.44
60,2000,1,114.81
60,2000,2,117.49
60,2000,3,119.5
60,2000,4,121.2
60,2001,1,123.82
60,2001,2,125.39
60,2001,3,128.01
60,2001,4,130.44
60,2002,1,132.6
60,2002,2,135.67
60,2002,3,139.11
60,2002,4,141.46
60,2003,1,142.98
60,2003,2,145.29
60,2003,3,148
60,2003,4,152.35
60,2004,1,154.48
60,2004,2,158.95
60,2004,3,166.53
60,2004,4,169.96
60,2005,1,172.92
60,2005,2,177.69
60,2005,3,182.35
60,2005,4,185.18
60,2006,1,187.29
60,2006,2,189.58
60,2006,3,190.26
60,2006,4,191.33
60,2007,1,193.77
60,2007,2,191.43
60,2007,3,190.68
60,2007,4,191.48
60,2008,1,191.49
60,2008,2,187.46
60,2008,3,182.76
60,2008,4,181.89
60,2009,1,182.82
60,2009,2,178.88
60,2009,3,175.64
60,2009,4,175.65
60,2010,1,173.71
60,2010,2,172.27
60,2010,3,173.89
60,2010,4,174.26
60,2011,1,169.97
60,2011,2,167.72
60,2011,3,167.45
60,2011,4,169.01
60,2012,1,166.51
60,2012,2,164.24
60,2012,3,165.25
60,2012,4,165.99
60,2013,1,165.16
60,2013,2,164.23
60,2013,3,163.15
60,2013,4,161.74
60,2014,1,162.41
60,2014,2,162.7
60,2014,3,163.6
60,2014,4,163.41
60,2015,1,166.23
60,2015,2,164.54
60,2015,3,163.63
60,2015,4,163.16
60,2016,1,164.19
60,2016,2,163.83
60,2016,3,166.78
60,2016,4,167.06
60,2017,1,164.47
60,2017,2,165.88
60,2017,3,167.58
60,2017,4,166.68
60,2018,1,165.37
60,2018,2,166.95
60,2018,3,169.37
60,2018,4,167.28
60,2019,1,167.36
60,2019,2,171.22
60,2019,3,174.25
60,2019,4,174.43
60,2020,1,174.7
60,2020,2,176.83
60,2020,3,180.54
60,2020,4,184.33
