Three-Digit ZIP Code,Year,Quarter,Index (NSA)
6,1995,1,100
6,1995,2,103.41
6,1995,3,108.18
6,1995,4,113.2
6,1996,1,115.34
6,1996,2,116.77
6,1996,3,117.9
6,1996,4,119.76
6,1997,1,120.95
6,1997,2,124.19
6,1997,3,128.58
6,1997,4,125.39
6,1998,1,130.82
6,1998,2,131.94
6,1998,3,135.97
6,1998,4,137.78
6,1999,1,142.58
6,1999,2,141.05
6,1999,3,145.99
6,1999,4,146.06
6,2000,1,146.02
6,2000,2,149.5
6,2000,3,152.42
6,2000,4,153.93
6,2001,1,162.12
6,2001,2,162.73
6,2001,3,163.45
6,2001,4,164.37
6,2002,1,168.99
6,2002,2,169.4
6,2002,3,171.36
6,2002,4,173.26
6,2003,1,177.97
6,2003,2,178.88
6,2003,3,180.02
6,2003,4,179.78
6,2004,1,183.45
6,2004,2,183.9
6,2004,3,188.67
6,2004,4,192.3
6,2005,1,192.63
6,2005,2,198.06
6,2005,3,199.09
6,2005,4,200.8
6,2006,1,203.61
6,2006,2,203.19
6,2006,3,207.52
6,2006,4,204.4
6,2007,1,211.5
6,2007,2,213.96
6,2007,3,210.92
6,2007,4,209.89
6,2008,1,214.85
6,2008,2,207.08
6,2008,3,210.91
6,2008,4,205.86
6,2009,1,213.55
6,2009,2,210.85
6,2009,3,212.99
6,2009,4,204.01
6,2010,1,211
6,2010,2,209.66
6,2010,3,218.11
6,2010,4,209.12
6,2011,1,207.08
6,2011,2,204.57
6,2011,3,201.51
6,2011,4,200
6,2012,1,205.56
6,2012,2,202.59
6,2012,3,205.91
6,2012,4,203.36
6,2013,1,203.57
6,2013,2,202.17
6,2013,3,194.67
6,2013,4,189.71
6,2014,1,194.87
6,2014,2,193.96
6,2014,3,182.31
6,2014,4,177.79
6,2015,1,176.15
6,2015,2,180
6,2015,3,174.66
6,2015,4,174.44
6,2016,1,176.88
6,2016,2,165.97
6,2016,3,175.82
6,2016,4,165.59
6,2017,1,167.44
6,2017,2,160.05
6,2017,3,158.74
6,2017,4,162.32
6,2018,1,163.31
6,2018,2,156.75
6,2018,3,157.3
6,2018,4,153.22
6,2019,1,161.39
6,2019,2,159.94
6,2019,3,169.24
6,2019,4,169.98
6,2020,1,164.77
6,2020,2,181.83
6,2020,3,182.68
6,2020,4,191.93
6,2021,1,190.67
6,2021,2,190.99
6,2021,3,197.13
6,2021,4,201.85
6,2022,1,205.31
6,2022,2,200.62
6,2022,3,208.13
6,2022,4,204.84
6,2023,1,207.82
6,2023,2,223.66
6,2023,3,200.17
6,2023,4,205.3
6,2024,1,243.24
6,2024,2,248.01
10,1995,1,100
10,1995,2,101.39
10,1995,3,103.63
10,1995,4,103.66
10,1996,1,104.96
10,1996,2,103.53
10,1996,3,102.92
10,1996,4,103.46
10,1997,1,104.04
10,1997,2,105
10,1997,3,105.37
10,1997,4,106.52
10,1998,1,107.96
10,1998,2,108.63
10,1998,3,109.19
10,1998,4,110.43
10,1999,1,110.83
10,1999,2,111.83
10,1999,3,114.81
10,1999,4,114.97
10,2000,1,117.21
10,2000,2,117.88
10,2000,3,119.81
10,2000,4,121.43
10,2001,1,124.81
10,2001,2,126.81
10,2001,3,130.22
10,2001,4,131.12
10,2002,1,134.3
10,2002,2,138.09
10,2002,3,142.49
10,2002,4,145.04
10,2003,1,147.53
10,2003,2,150.38
10,2003,3,154.59
10,2003,4,161.24
10,2004,1,163.89
10,2004,2,169.89
10,2004,3,178.04
10,2004,4,182.9
10,2005,1,188.2
10,2005,2,194.2
10,2005,3,199.37
10,2005,4,202.46
10,2006,1,204.31
10,2006,2,205.14
10,2006,3,203.74
10,2006,4,207.01
10,2007,1,208.27
10,2007,2,207.5
10,2007,3,206.22
10,2007,4,207.68
10,2008,1,206.71
10,2008,2,201.66
10,2008,3,195.61
10,2008,4,195.88
10,2009,1,198.5
10,2009,2,193.36
10,2009,3,191.27
10,2009,4,192.06
10,2010,1,191.02
10,2010,2,188.73
10,2010,3,190.82
10,2010,4,190.37
10,2011,1,187.12
10,2011,2,185.07
10,2011,3,184.74
10,2011,4,184.47
10,2012,1,183.48
10,2012,2,182.63
10,2012,3,182.72
10,2012,4,183.69
10,2013,1,182.48
10,2013,2,182.56
10,2013,3,182.2
10,2013,4,183.46
10,2014,1,181.04
10,2014,2,183.25
10,2014,3,185.3
10,2014,4,185.67
10,2015,1,185.82
10,2015,2,187.62
10,2015,3,190.09
10,2015,4,187.6
10,2016,1,187.82
10,2016,2,191.73
10,2016,3,193.19
10,2016,4,193.56
10,2017,1,194.34
10,2017,2,197.29
10,2017,3,197.61
10,2017,4,200.56
10,2018,1,200.91
10,2018,2,204.72
10,2018,3,206.09
10,2018,4,206.05
10,2019,1,206.05
10,2019,2,211.61
10,2019,3,214.98
10,2019,4,216.1
10,2020,1,218.18
10,2020,2,220.05
10,2020,3,225.38
10,2020,4,231.99
10,2021,1,237.71
10,2021,2,247.82
10,2021,3,262.61
10,2021,4,267.93
10,2022,1,274.33
10,2022,2,284.55
10,2022,3,290.19
10,2022,4,287.38
10,2023,1,300.45
10,2023,2,300.82
10,2023,3,312.56
10,2023,4,312.69
10,2024,1,311.55
10,2024,2,328
11,1995,1,100
11,1995,2,103.15
11,1995,3,105.63
11,1995,4,106.58
11,1996,1,107.88
11,1996,2,106.95
11,1996,3,101.13
11,1996,4,103.2
11,1997,1,104.41
11,1997,2,107.06
11,1997,3,107.19
11,1997,4,106.41
11,1998,1,111.58
11,1998,2,112.62
11,1998,3,113.84
11,1998,4,114.96
11,1999,1,115.41
11,1999,2,115.39
11,1999,3,118.06
11,1999,4,117.12
11,2000,1,120.55
11,2000,2,120.81
11,2000,3,124.01
11,2000,4,126.14
11,2001,1,130.21
11,2001,2,132.94
11,2001,3,133.8
11,2001,4,139.49
11,2002,1,142.65
11,2002,2,147.75
11,2002,3,150.61
11,2002,4,154.58
11,2003,1,158.63
11,2003,2,159.61
11,2003,3,165.28
11,2003,4,169.4
11,2004,1,173.95
11,2004,2,178.72
11,2004,3,185.89
11,2004,4,190.82
11,2005,1,195.73
11,2005,2,197.28
11,2005,3,207.69
11,2005,4,211.64
11,2006,1,213.38
11,2006,2,214.08
11,2006,3,213.98
11,2006,4,216.96
11,2007,1,214.08
11,2007,2,218.74
11,2007,3,212.27
11,2007,4,213.48
11,2008,1,209.19
11,2008,2,201.93
11,2008,3,196.94
11,2008,4,194.12
11,2009,1,198.05
11,2009,2,193.1
11,2009,3,191.02
11,2009,4,192.31
11,2010,1,190.71
11,2010,2,187.89
11,2010,3,189.61
11,2010,4,190.42
11,2011,1,182.51
11,2011,2,183.79
11,2011,3,183.4
11,2011,4,183.97
11,2012,1,182.26
11,2012,2,177.77
11,2012,3,179.55
11,2012,4,181.61
11,2013,1,176.86
11,2013,2,180.09
11,2013,3,178.51
11,2013,4,180.77
11,2014,1,177.85
11,2014,2,183.83
11,2014,3,183.29
11,2014,4,181.93
11,2015,1,183.74
11,2015,2,185.45
11,2015,3,189.36
11,2015,4,186.59
11,2016,1,186.61
11,2016,2,189.73
11,2016,3,192.11
11,2016,4,192.04
11,2017,1,189.23
11,2017,2,203.41
11,2017,3,204.24
11,2017,4,198.81
11,2018,1,207.76
11,2018,2,213.4
11,2018,3,215.23
11,2018,4,213.43
11,2019,1,219.56
11,2019,2,220.23
11,2019,3,225.08
11,2019,4,225.12
11,2020,1,230.1
11,2020,2,234.79
11,2020,3,237.26
11,2020,4,247.62
11,2021,1,253.36
11,2021,2,274.41
11,2021,3,283.85
11,2021,4,294.54
11,2022,1,306.33
11,2022,2,322.78
11,2022,3,330.13
11,2022,4,322.56
11,2023,1,320.97
11,2023,2,330.56
11,2023,3,340.54
11,2023,4,355.36
11,2024,1,347.08
11,2024,2,365.16
12,1995,1,100
12,1995,2,107.29
12,1995,3,108.52
12,1995,4,111.57
12,1996,1,111.36
12,1996,2,106.68
12,1996,3,110.32
12,1996,4,117.24
12,1997,1,112.44
12,1997,2,112.16
12,1997,3,110.36
12,1997,4,115.23
12,1998,1,115.16
12,1998,2,114.28
12,1998,3,115.11
12,1998,4,115.5
12,1999,1,118.06
12,1999,2,115.74
12,1999,3,120.95
12,1999,4,122.56
12,2000,1,126.02
12,2000,2,122.43
12,2000,3,124.15
12,2000,4,130.61
12,2001,1,132.2
12,2001,2,134.4
12,2001,3,134.39
12,2001,4,138.24
12,2002,1,141.4
12,2002,2,144.88
12,2002,3,150.25
12,2002,4,153.56
12,2003,1,155.81
12,2003,2,156.85
12,2003,3,162.09
12,2003,4,169.89
12,2004,1,170.85
12,2004,2,175.96
12,2004,3,183.18
12,2004,4,190.77
12,2005,1,191.6
12,2005,2,199.72
12,2005,3,205.52
12,2005,4,206.51
12,2006,1,214.76
12,2006,2,216.11
12,2006,3,216.34
12,2006,4,219.78
12,2007,1,221.05
12,2007,2,220.05
12,2007,3,219.22
12,2007,4,220.76
12,2008,1,221.28
12,2008,2,218.38
12,2008,3,207.85
12,2008,4,216.97
12,2009,1,217.62
12,2009,2,213.25
12,2009,3,212.25
12,2009,4,207.71
12,2010,1,211.2
12,2010,2,206.63
12,2010,3,209.53
12,2010,4,208.72
12,2011,1,204.38
12,2011,2,204.25
12,2011,3,201.56
12,2011,4,206.11
12,2012,1,206.59
12,2012,2,202.5
12,2012,3,202.45
12,2012,4,201.22
12,2013,1,205.18
12,2013,2,202
12,2013,3,197.44
12,2013,4,196.13
12,2014,1,195.72
12,2014,2,196.83
12,2014,3,200.86
12,2014,4,198.58
12,2015,1,198.24
12,2015,2,202.18
12,2015,3,204.26
12,2015,4,206.17
12,2016,1,202.38
12,2016,2,197.63
12,2016,3,207.9
12,2016,4,210.29
12,2017,1,198.38
12,2017,2,203.81
12,2017,3,207.42
12,2017,4,211
12,2018,1,215.12
12,2018,2,213.21
12,2018,3,219.7
12,2018,4,218.8
12,2019,1,221.1
12,2019,2,221.72
12,2019,3,224.44
12,2019,4,228.5
12,2020,1,230.8
12,2020,2,229.7
12,2020,3,237.6
12,2020,4,240
12,2021,1,252.58
12,2021,2,263.71
12,2021,3,280.69
12,2021,4,288.66
12,2022,1,295.81
12,2022,2,299.14
12,2022,3,326.58
12,2022,4,332.86
12,2023,1,321.47
12,2023,2,325.85
12,2023,3,371.99
12,2023,4,359.27
12,2024,1,360.33
12,2024,2,393.11
13,1995,1,100
13,1995,2,101.16
13,1995,3,104.01
13,1995,4,103.8
13,1996,1,105.21
13,1996,2,103.69
13,1996,3,102.21
13,1996,4,103.21
13,1997,1,104.18
13,1997,2,105.01
13,1997,3,105.31
13,1997,4,106.39
13,1998,1,108.19
13,1998,2,109.05
13,1998,3,110.1
13,1998,4,110.9
13,1999,1,111.35
13,1999,2,112.02
13,1999,3,114.69
13,1999,4,114.6
13,2000,1,117.52
13,2000,2,117.72
13,2000,3,119.99
13,2000,4,121.88
13,2001,1,124.95
13,2001,2,127.36
13,2001,3,130
13,2001,4,131.88
13,2002,1,135.27
13,2002,2,139.1
13,2002,3,143.27
13,2002,4,146.32
13,2003,1,148.75
13,2003,2,151.1
13,2003,3,155.86
13,2003,4,161.92
13,2004,1,164.98
13,2004,2,170.74
13,2004,3,179.03
13,2004,4,184.12
13,2005,1,188.48
13,2005,2,194.29
13,2005,3,200.87
13,2005,4,203.53
13,2006,1,205.12
13,2006,2,205.61
13,2006,3,205.23
13,2006,4,208.65
13,2007,1,208.68
13,2007,2,208.68
13,2007,3,206.86
13,2007,4,208.55
13,2008,1,206
13,2008,2,201.06
13,2008,3,195.79
13,2008,4,195.04
13,2009,1,198.47
13,2009,2,193.35
13,2009,3,191.51
13,2009,4,191.87
13,2010,1,190.54
13,2010,2,188.29
13,2010,3,190.65
13,2010,4,190.72
13,2011,1,186.48
13,2011,2,185.2
13,2011,3,184.8
13,2011,4,184.41
13,2012,1,183.19
13,2012,2,181.92
13,2012,3,182.2
13,2012,4,183.66
13,2013,1,182.23
13,2013,2,182.24
13,2013,3,181.54
13,2013,4,183.23
13,2014,1,180.17
13,2014,2,183.24
13,2014,3,184.97
13,2014,4,184.73
13,2015,1,185.59
13,2015,2,186.72
13,2015,3,190.18
13,2015,4,187.53
13,2016,1,188.13
13,2016,2,190.73
13,2016,3,193.26
13,2016,4,193.35
13,2017,1,192.67
13,2017,2,198.05
13,2017,3,198.75
13,2017,4,200.04
13,2018,1,202.15
13,2018,2,206.31
13,2018,3,207.52
13,2018,4,207.76
13,2019,1,207.64
13,2019,2,213.4
13,2019,3,216.28
13,2019,4,217.32
13,2020,1,219.98
13,2020,2,222.71
13,2020,3,227.34
13,2020,4,234.35
13,2021,1,239.53
13,2021,2,251.69
13,2021,3,266.34
13,2021,4,272.29
13,2022,1,277.94
13,2022,2,291.76
13,2022,3,300.73
13,2022,4,294.07
13,2023,1,301.34
13,2023,2,304.98
13,2023,3,317.73
13,2023,4,322.51
13,2024,1,320.21
13,2024,2,334.47
14,1995,1,100
14,1995,2,102.47
14,1995,3,103.61
14,1995,4,102.62
14,1996,1,105.59
14,1996,2,105.48
14,1996,3,107.87
14,1996,4,107.45
14,1997,1,107.88
14,1997,2,108.44
14,1997,3,112.32
14,1997,4,112.94
14,1998,1,114.9
14,1998,2,116.65
14,1998,3,119.91
14,1998,4,120.55
14,1999,1,123.22
14,1999,2,126.9
14,1999,3,130.85
14,1999,4,133.85
14,2000,1,138.78
14,2000,2,144.44
14,2000,3,148.98
14,2000,4,152
14,2001,1,157.72
14,2001,2,161.58
14,2001,3,167.06
14,2001,4,171.31
14,2002,1,174.68
14,2002,2,180.36
14,2002,3,184.93
14,2002,4,189.26
14,2003,1,193.15
14,2003,2,196.22
14,2003,3,200.37
14,2003,4,208.11
14,2004,1,210.46
14,2004,2,216.13
14,2004,3,224.65
14,2004,4,228.68
14,2005,1,233.16
14,2005,2,238.69
14,2005,3,243.1
14,2005,4,244.67
14,2006,1,245.54
14,2006,2,245.24
14,2006,3,239.92
14,2006,4,241.47
14,2007,1,239.33
14,2007,2,238.27
14,2007,3,227.94
14,2007,4,228.14
14,2008,1,227.42
14,2008,2,218.46
14,2008,3,210.56
14,2008,4,209.99
14,2009,1,211.48
14,2009,2,203.23
14,2009,3,198.62
14,2009,4,199.22
14,2010,1,196.57
14,2010,2,196.62
14,2010,3,197.26
14,2010,4,197.04
14,2011,1,194.35
14,2011,2,189.06
14,2011,3,189.17
14,2011,4,190.77
14,2012,1,186.95
14,2012,2,185.42
14,2012,3,186.32
14,2012,4,187.07
14,2013,1,186.49
14,2013,2,187.3
14,2013,3,187.07
14,2013,4,188.68
14,2014,1,188.78
14,2014,2,191.72
14,2014,3,198.09
14,2014,4,197.75
14,2015,1,196.88
14,2015,2,200.79
14,2015,3,202.41
14,2015,4,205.92
14,2016,1,205.78
14,2016,2,209.29
14,2016,3,213.19
14,2016,4,213.37
14,2017,1,214.34
14,2017,2,222.31
14,2017,3,226.18
14,2017,4,224.87
14,2018,1,229.05
14,2018,2,235.06
14,2018,3,236.42
14,2018,4,238.14
14,2019,1,242.6
14,2019,2,245.44
14,2019,3,248.27
14,2019,4,250.99
14,2020,1,254.08
14,2020,2,256.77
14,2020,3,262.12
14,2020,4,269.63
14,2021,1,276.37
14,2021,2,294.53
14,2021,3,312.74
14,2021,4,318.04
14,2022,1,327.38
14,2022,2,356.65
14,2022,3,354.52
14,2022,4,352.45
14,2023,1,358.86
14,2023,2,380.93
14,2023,3,381.82
14,2023,4,376.3
14,2024,1,396.89
14,2024,2,396.83
15,1995,1,100
15,1995,2,100.82
15,1995,3,102.6
15,1995,4,102.5
15,1996,1,103.35
15,1996,2,103.38
15,1996,3,103.41
15,1996,4,104.5
15,1997,1,106.39
15,1997,2,107.14
15,1997,3,107.92
15,1997,4,109.43
15,1998,1,110.58
15,1998,2,112.28
15,1998,3,114.66
15,1998,4,116.15
15,1999,1,117.47
15,1999,2,121.23
15,1999,3,124.75
15,1999,4,126.98
15,2000,1,132.62
15,2000,2,136.94
15,2000,3,141.1
15,2000,4,144.53
15,2001,1,148.11
15,2001,2,152.29
15,2001,3,158.65
15,2001,4,162.32
15,2002,1,166.38
15,2002,2,173.04
15,2002,3,177.95
15,2002,4,181.81
15,2003,1,185.49
15,2003,2,188.58
15,2003,3,191.98
15,2003,4,199.77
15,2004,1,203.09
15,2004,2,207.97
15,2004,3,217.34
15,2004,4,222.32
15,2005,1,226.05
15,2005,2,231.62
15,2005,3,235.91
15,2005,4,237.43
15,2006,1,237.89
15,2006,2,236.49
15,2006,3,233.74
15,2006,4,234.95
15,2007,1,231.91
15,2007,2,229.42
15,2007,3,224.08
15,2007,4,224.19
15,2008,1,222.84
15,2008,2,215.72
15,2008,3,207.69
15,2008,4,207.25
15,2009,1,208.54
15,2009,2,201.53
15,2009,3,198.94
15,2009,4,199.41
15,2010,1,198.44
15,2010,2,196.4
15,2010,3,197.59
15,2010,4,197.13
15,2011,1,193.76
15,2011,2,190.71
15,2011,3,191.73
15,2011,4,191.44
15,2012,1,189.44
15,2012,2,188.78
15,2012,3,189.61
15,2012,4,190.6
15,2013,1,190.54
15,2013,2,190.02
15,2013,3,191.68
15,2013,4,193.18
15,2014,1,194.09
15,2014,2,196.55
15,2014,3,198.5
15,2014,4,199.73
15,2015,1,201.07
15,2015,2,204.08
15,2015,3,206.73
15,2015,4,206.85
15,2016,1,207.78
15,2016,2,210.38
15,2016,3,213.59
15,2016,4,215.71
15,2017,1,216.42
15,2017,2,221.26
15,2017,3,225.43
15,2017,4,227
15,2018,1,229.96
15,2018,2,233.98
15,2018,3,236.08
15,2018,4,235.67
15,2019,1,238.97
15,2019,2,241.8
15,2019,3,244.83
15,2019,4,247.47
15,2020,1,248.94
15,2020,2,252.79
15,2020,3,257.56
15,2020,4,263.51
15,2021,1,271.06
15,2021,2,285.58
15,2021,3,301.35
15,2021,4,308.95
15,2022,1,313.78
15,2022,2,333.22
15,2022,3,342.17
15,2022,4,333.92
15,2023,1,341.4
15,2023,2,355.84
15,2023,3,363.23
15,2023,4,360.24
15,2024,1,368.32
15,2024,2,382.05
16,1995,1,100
16,1995,2,103.21
16,1995,3,105
16,1995,4,106.06
16,1996,1,107.93
16,1996,2,108.28
16,1996,3,106.67
16,1996,4,107.93
16,1997,1,106.93
16,1997,2,110.46
16,1997,3,109.79
16,1997,4,112.86
16,1998,1,116.49
16,1998,2,115.31
16,1998,3,118.42
16,1998,4,120.15
16,1999,1,120.94
16,1999,2,122.69
16,1999,3,127.53
16,1999,4,128.78
16,2000,1,135.18
16,2000,2,136.73
16,2000,3,142.82
16,2000,4,146.78
16,2001,1,150.34
16,2001,2,156.1
16,2001,3,161.87
16,2001,4,167.18
16,2002,1,172.6
16,2002,2,180.4
16,2002,3,186.68
16,2002,4,193.25
16,2003,1,196.64
16,2003,2,202.4
16,2003,3,207.75
16,2003,4,216.85
16,2004,1,221.2
16,2004,2,227.73
16,2004,3,237.77
16,2004,4,241.68
16,2005,1,248.18
16,2005,2,253.89
16,2005,3,258.43
16,2005,4,261.05
16,2006,1,263.78
16,2006,2,258.08
16,2006,3,253.75
16,2006,4,255.56
16,2007,1,252.1
16,2007,2,251.3
16,2007,3,242.95
16,2007,4,239.64
16,2008,1,236.78
16,2008,2,225.79
16,2008,3,220.19
16,2008,4,220.95
16,2009,1,219.31
16,2009,2,209.16
16,2009,3,204.51
16,2009,4,206.96
16,2010,1,205.97
16,2010,2,204.37
16,2010,3,205.39
16,2010,4,202.98
16,2011,1,194.87
16,2011,2,192.41
16,2011,3,192.2
16,2011,4,191.35
16,2012,1,189.54
16,2012,2,186.77
16,2012,3,188.39
16,2012,4,189.46
16,2013,1,190.6
16,2013,2,190.75
16,2013,3,194.61
16,2013,4,192.51
16,2014,1,193.02
16,2014,2,196.88
16,2014,3,198.19
16,2014,4,199
16,2015,1,202.93
16,2015,2,202.44
16,2015,3,205.52
16,2015,4,208.85
16,2016,1,210.14
16,2016,2,215.67
16,2016,3,216.22
16,2016,4,215.83
16,2017,1,221.72
16,2017,2,226.22
16,2017,3,232.15
16,2017,4,230.43
16,2018,1,238.77
16,2018,2,243.8
16,2018,3,250.03
16,2018,4,248.49
16,2019,1,252.51
16,2019,2,258.26
16,2019,3,262.92
16,2019,4,267.77
16,2020,1,269.23
16,2020,2,273.15
16,2020,3,282.5
16,2020,4,291.92
16,2021,1,302.97
16,2021,2,316.72
16,2021,3,339.75
16,2021,4,343.75
16,2022,1,353.36
16,2022,2,377.62
16,2022,3,378.46
16,2022,4,384.24
16,2023,1,390.63
16,2023,2,408.78
16,2023,3,414.84
16,2023,4,417.29
16,2024,1,411.08
16,2024,2,426.16
17,1995,1,100
17,1995,2,101.66
17,1995,3,102.82
17,1995,4,103.22
17,1996,1,104.47
17,1996,2,105.06
17,1996,3,105
17,1996,4,107.12
17,1997,1,108.1
17,1997,2,110.26
17,1997,3,111.69
17,1997,4,113.3
17,1998,1,114.71
17,1998,2,117.25
17,1998,3,119.79
17,1998,4,121.08
17,1999,1,124.06
17,1999,2,129.31
17,1999,3,134.43
17,1999,4,138.08
17,2000,1,144.1
17,2000,2,149.03
17,2000,3,154.3
17,2000,4,157.59
17,2001,1,161.11
17,2001,2,166.57
17,2001,3,171.46
17,2001,4,173.72
17,2002,1,176.95
17,2002,2,182.89
17,2002,3,186.79
17,2002,4,189.85
17,2003,1,192.11
17,2003,2,194.21
17,2003,3,196.44
17,2003,4,202.98
17,2004,1,205.65
17,2004,2,209.16
17,2004,3,220.1
17,2004,4,221.69
17,2005,1,227.02
17,2005,2,232.73
17,2005,3,236.49
17,2005,4,234.99
17,2006,1,233.18
17,2006,2,230.96
17,2006,3,229.17
17,2006,4,229.42
17,2007,1,227.41
17,2007,2,224.02
17,2007,3,221.2
17,2007,4,221.52
17,2008,1,219.53
17,2008,2,213.59
17,2008,3,210.55
17,2008,4,209.98
17,2009,1,209.56
17,2009,2,205.39
17,2009,3,202.92
17,2009,4,203.62
17,2010,1,202.3
17,2010,2,202.15
17,2010,3,203.61
17,2010,4,203.32
17,2011,1,201.09
17,2011,2,199.8
17,2011,3,200.66
17,2011,4,200.94
17,2012,1,199.47
17,2012,2,199.75
17,2012,3,200.67
17,2012,4,201.73
17,2013,1,202.23
17,2013,2,205.15
17,2013,3,209.85
17,2013,4,210.09
17,2014,1,211.69
17,2014,2,217.6
17,2014,3,218.6
17,2014,4,219.91
17,2015,1,221.38
17,2015,2,224.07
17,2015,3,227.08
17,2015,4,227.78
17,2016,1,229.87
17,2016,2,232.77
17,2016,3,235.69
17,2016,4,238.32
17,2017,1,239.72
17,2017,2,246.67
17,2017,3,248.29
17,2017,4,250.44
17,2018,1,251.86
17,2018,2,257.21
17,2018,3,261.25
17,2018,4,259.13
17,2019,1,262.26
17,2019,2,265.4
17,2019,3,268
17,2019,4,268.84
17,2020,1,272.36
17,2020,2,274.09
17,2020,3,277.8
17,2020,4,282.49
17,2021,1,287.06
17,2021,2,302.52
17,2021,3,317.36
17,2021,4,325.67
17,2022,1,333.71
17,2022,2,357.18
17,2022,3,360.06
17,2022,4,353.66
17,2023,1,358.33
17,2023,2,377.38
17,2023,3,389.14
17,2023,4,389.87
17,2024,1,400.93
17,2024,2,401.45
18,1995,1,100
18,1995,2,101.72
18,1995,3,103.09
18,1995,4,104.2
18,1996,1,105.11
18,1996,2,105.76
18,1996,3,107.05
18,1996,4,108.3
18,1997,1,109.13
18,1997,2,111.24
18,1997,3,113.07
18,1997,4,114.58
18,1998,1,116.49
18,1998,2,119.62
18,1998,3,122.94
18,1998,4,124.61
18,1999,1,127.42
18,1999,2,132.2
18,1999,3,137.64
18,1999,4,140.84
18,2000,1,147.81
18,2000,2,151.48
18,2000,3,157.73
18,2000,4,161.56
18,2001,1,165.94
18,2001,2,171
18,2001,3,176.94
18,2001,4,179.99
18,2002,1,185.04
18,2002,2,191.39
18,2002,3,196.31
18,2002,4,200.04
18,2003,1,203.39
18,2003,2,206.24
18,2003,3,209.81
18,2003,4,217.25
18,2004,1,220.33
18,2004,2,224.87
18,2004,3,235.16
18,2004,4,237.84
18,2005,1,242.71
18,2005,2,248.35
18,2005,3,252.42
18,2005,4,252.87
18,2006,1,252.4
18,2006,2,248.38
18,2006,3,246.26
18,2006,4,247.12
18,2007,1,244.66
18,2007,2,240.47
18,2007,3,236.52
18,2007,4,236.09
18,2008,1,235.69
18,2008,2,228.75
18,2008,3,222.62
18,2008,4,222.71
18,2009,1,223.05
18,2009,2,218.53
18,2009,3,215.49
18,2009,4,216.23
18,2010,1,216.01
18,2010,2,215.32
18,2010,3,216.53
18,2010,4,216.69
18,2011,1,214.5
18,2011,2,211.94
18,2011,3,212.65
18,2011,4,213.46
18,2012,1,211.67
18,2012,2,211.37
18,2012,3,213.26
18,2012,4,214.23
18,2013,1,214.87
18,2013,2,216.98
18,2013,3,222.1
18,2013,4,223.17
18,2014,1,225.31
18,2014,2,229.25
18,2014,3,233.09
18,2014,4,234.1
18,2015,1,236.41
18,2015,2,239.44
18,2015,3,244.1
18,2015,4,245.16
18,2016,1,248.63
18,2016,2,251.57
18,2016,3,255.43
18,2016,4,257.87
18,2017,1,262.35
18,2017,2,268.03
18,2017,3,273.33
18,2017,4,275.82
18,2018,1,276.09
18,2018,2,282.62
18,2018,3,286.34
18,2018,4,287.38
18,2019,1,289.65
18,2019,2,294.22
18,2019,3,298.12
18,2019,4,300.35
18,2020,1,304.11
18,2020,2,306.58
18,2020,3,312.26
18,2020,4,317.58
18,2021,1,323.83
18,2021,2,343.04
18,2021,3,359.8
18,2021,4,368.23
18,2022,1,376.84
18,2022,2,403.64
18,2022,3,405.21
18,2022,4,400.33
18,2023,1,408.71
18,2023,2,414.94
18,2023,3,428.19
18,2023,4,429.43
18,2024,1,435.7
18,2024,2,450.69
19,1995,1,100
19,1995,2,101.5
19,1995,3,103.86
19,1995,4,104.09
19,1996,1,106.12
19,1996,2,106.49
19,1996,3,107.22
19,1996,4,109.13
19,1997,1,110.62
19,1997,2,111.69
19,1997,3,113.56
19,1997,4,115.89
19,1998,1,117.2
19,1998,2,119.76
19,1998,3,123.26
19,1998,4,125.2
19,1999,1,127.97
19,1999,2,132.66
19,1999,3,138.9
19,1999,4,142.88
19,2000,1,148.19
19,2000,2,153.87
19,2000,3,159.64
19,2000,4,163.85
19,2001,1,168.08
19,2001,2,172.96
19,2001,3,178.56
19,2001,4,181.86
19,2002,1,187.05
19,2002,2,194.2
19,2002,3,198.87
19,2002,4,203.32
19,2003,1,206.72
19,2003,2,209.97
19,2003,3,213.69
19,2003,4,221.39
19,2004,1,224.79
19,2004,2,229.31
19,2004,3,239.19
19,2004,4,241.99
19,2005,1,248.01
19,2005,2,252
19,2005,3,255.21
19,2005,4,254.99
19,2006,1,255.37
19,2006,2,251.54
19,2006,3,251.67
19,2006,4,250.75
19,2007,1,249.88
19,2007,2,243.96
19,2007,3,239.61
19,2007,4,239.83
19,2008,1,239.74
19,2008,2,232.37
19,2008,3,225.4
19,2008,4,225.7
19,2009,1,225.63
19,2009,2,220.45
19,2009,3,216.39
19,2009,4,216.74
19,2010,1,215.2
19,2010,2,214.23
19,2010,3,215.5
19,2010,4,216.21
19,2011,1,212.99
19,2011,2,209.99
19,2011,3,211.8
19,2011,4,212.56
19,2012,1,211.26
19,2012,2,210.09
19,2012,3,211.71
19,2012,4,213.05
19,2013,1,214.37
19,2013,2,217.4
19,2013,3,220.46
19,2013,4,220.81
19,2014,1,223.88
19,2014,2,227.88
19,2014,3,231.25
19,2014,4,232.42
19,2015,1,235.31
19,2015,2,237.78
19,2015,3,242.72
19,2015,4,244.94
19,2016,1,247.91
19,2016,2,250.74
19,2016,3,256.82
19,2016,4,258.79
19,2017,1,262.1
19,2017,2,269.09
19,2017,3,274.05
19,2017,4,276.99
19,2018,1,278.65
19,2018,2,286.66
19,2018,3,289.47
