LOAN_ID,ORIG_CHN,SELLER,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,AQSN_DTE,ORIG_DTE,FRST_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,LPI_DTE,FCC_DTE,DISP_DTE,SERVICER,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST
000135176916,R,Other,6.38,375000,360,95,95,2,27,799,Y,P,PU,1,P,ID,838,30,803,N,BPMI,2023-03-01,2022-12-01,2023-03-01,6.38,370584.94,17660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,799,394736.84,,,,,,,,
000135176917,R,Other,6.38,323000,360,85,85,1,49,696,N,P,PU,1,P,NV,891,12,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.38,318984.47,29820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,696,380000,,,,,,,,
000135176918,R,Nationstar Mortgage LLC,6.62,225000,360,74,74,2,36,752,N,P,SF,1,P,MI,488,NULL,729,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,222118.86,29620,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,729,304054.05,,,,,,,,
000135176919,R,"Rocket Mortgage, LLC",7.62,648000,360,80,80,2,44,793,N,C,SF,1,P,NY,117,NULL,795,N,None,2023-03-01,2022-10-01,2022-12-01,7.62,637309.67,35620,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,793,810000,,,,,,,,
000135176920,R,"CrossCountry Mortgage, LLC",6.49,205000,360,94,94,1,50,763,N,P,PU,1,P,MS,386,25,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.49,200758.05,32820,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,763,218085.11,,,,,,,,
000135176921,C,"Fifth Third Bank, National Association",4.75,476000,360,90,90,2,23,787,Y,P,PU,1,P,FL,322,25,685,N,BPMI,2023-03-01,2022-11-01,2023-01-01,4.75,466844.04,27260,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,685,528888.89,,,,,,,,
000135176922,R,"CitiMortgage, Inc.",3.88,650000,360,73,73,1,33,800,N,P,CP,1,P,NY,100,NULL,NULL,N,None,2023-03-01,2022-09-01,2022-11-01,3.88,633293.71,35620,,,,,,,,,,,,,,,"CitiMortgage, Inc.",,,,,,,,,,,,,,,,,,,,,,800,890410.96,,,,,,,,
000135176923,R,Other,5.99,725000,360,83,83,2,44,790,Y,P,PU,1,P,MD,212,12,790,N,BPMI,2023-03-01,2023-01-01,2023-03-01,5.99,715312.66,12580,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,790,873493.98,,,,,,,,
000135176924,R,"Rocket Mortgage, LLC",6.5,242000,360,70,70,1,50,684,N,P,CO,1,S,MI,480,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,238333.47,19820,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,684,345714.29,,,,,,,,
000135176925,C,"Planet Home Lending, LLC",6.5,333000,360,95,95,2,33,803,N,P,SF,1,P,TX,799,30,790,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.5,328140.35,21340,,,,,,,,,,,,,,,"Planet Home Lending, LLC",,,,,,,,,,,,,,,,,,,,,,790,350526.32,,,,,,,,
000135176926,C,"Planet Home Lending, LLC",6.5,371000,360,80,80,1,29,786,N,P,PU,1,P,AZ,851,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,365545.09,38060,,,,,,,,,,,,,,,"Planet Home Lending, LLC",,,,,,,,,,,,,,,,,,,,,,786,463750,,,,,,,,
000135176927,R,Fairway Independent Mortgage Corporation,7.12,435000,360,75,75,2,48,742,N,P,PU,1,P,CA,925,NULL,760,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,429937.36,40140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,742,580000,,,,,,,,
000135176928,R,"Rocket Mortgage, LLC",7.99,122000,360,75,75,2,50,732,N,P,SF,1,I,MN,553,NULL,735,N,None,2023-03-01,2022-12-01,2023-02-01,7.99,120698.28,33460,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,732,162666.67,,,,,,,,
000135176929,R,Other,6.38,285000,360,95,95,1,47,789,N,P,SF,1,P,MN,554,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.38,281174.09,33460,,,,,,,,,,,,,,,Regions Bank,,,,,,,,,,,,,,,,,,,,,,789,300000,,,,,,,,
000135176930,R,"Flagstar Bank, National Association",6.43,121000,360,97,97,1,37,762,Y,P,SF,1,P,MI,482,25,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.43,119413.18,19820,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,762,124742.27,,,,,,,,
000135176931,R,"Rocket Mortgage, LLC",6.62,404000,360,80,80,2,35,749,N,C,PU,1,P,WA,982,NULL,776,N,None,2023-03-01,2023-01-01,2023-02-01,6.62,398826.71,34580,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,749,505000,,,,,,,,
000135176932,C,Nationstar Mortgage LLC,6.12,310000,360,80,80,2,41,778,N,P,CO,1,P,UT,840,NULL,745,N,None,2023-03-01,2022-12-01,2023-02-01,6.12,305244.59,36260,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,745,387500,,,,,,,,
000135176933,R,Other,5.38,596000,360,80,80,2,44,803,N,P,SF,1,P,CA,952,NULL,808,N,None,2023-03-01,2022-12-01,2023-02-01,5.38,586372.98,44700,,,,,,,,,,,,,,,NewRez LLC successor by merger with Specialized Loan Servicing LLC,,,,,,,,,,,,,,,,,,,,,,803,745000,,,,,,,,
000135176934,R,"Rocket Mortgage, LLC",5.5,139000,360,70,70,1,19,791,Y,P,CO,1,P,CT,068,NULL,NULL,N,None,2023-03-01,2022-10-01,2022-12-01,5.5,136774.61,14860,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,791,198571.43,,,,,,,,
000135176935,R,Fairway Independent Mortgage Corporation,6.62,274000,360,80,80,3,25,741,N,P,PU,1,P,SC,294,NULL,724,N,None,2023-03-01,2023-01-01,2023-03-01,6.62,269174.91,16700,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,724,342500,,,,,,,,
000135176936,R,"Lennar Mortgage, LLC",5.62,334000,360,80,80,1,41,689,N,P,SF,1,P,CA,932,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.62,329160.98,12540,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,689,417500,,,,,,,,
000135176937,R,Truist Bank,5.88,205000,360,95,95,1,34,745,N,P,SF,1,P,PA,180,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.88,196624.37,10900,,,,,,,,,,,,,,,Truist Bank,,,,,,,,,,,,,,,,,,,,,,745,215789.47,,,,,,,,
000135176938,C,Other,6.5,249000,360,70,70,2,42,650,Y,P,PU,1,P,AL,365,NULL,701,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,245241.74,19300,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,650,355714.29,,,,,,,,
000135176939,R,Fairway Independent Mortgage Corporation,5.88,288000,360,80,80,1,47,794,N,P,SF,1,P,RI,028,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,5.88,283046.73,39300,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,794,360000,,,,,,,,
000135176940,R,Other,6.62,314000,360,67,67,1,43,770,N,C,SF,1,P,NJ,088,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,305567.59,35620,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,770,468656.72,,,,,,,,
000135176941,R,"Rocket Mortgage, LLC",6.99,527000,360,70,70,1,45,764,N,P,SF,1,S,WA,980,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,320127.02,42660,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,764,752857.14,,,,,,,,
000135176942,C,Other,4.88,715000,360,54,80,2,36,773,N,P,PU,1,P,NE,680,NULL,752,N,None,2023-03-01,2022-09-01,2022-11-01,4.88,699558.67,36540,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,752,1324074.07,,,,,,,,
000135176943,R,Other,7.62,390000,360,80,80,1,42,663,Y,P,PU,1,P,TX,751,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,386227.31,19100,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,663,487500,,,,,,,,
000135176944,C,Other,6.29,151000,360,97,102,1,44,737,Y,P,PU,1,P,MS,395,18,NULL,N,BPMI,2023-03-01,2022-10-01,2022-12-01,6.29,148948.63,25060,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,737,155670.1,,,,,,,,
000135176945,R,Other,7.12,438000,360,71,71,2,38,815,N,C,SF,1,P,TX,786,NULL,795,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,433100.25,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,795,616901.41,,,,,,,,
000135176946,R,Other,7.12,263000,360,75,75,1,48,790,N,R,PU,1,I,TX,770,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,259871.19,26420,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,790,350666.67,,,,,,,,
000135176947,C,"Lakeview Loan Servicing, LLC",7.62,286000,360,97,101,2,47,742,Y,P,SF,1,P,FL,346,35,760,N,BPMI,2023-03-01,2022-10-01,2022-12-01,7.62,282518.61,45300,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,742,294845.36,,,,,,,,
000135176948,B,"United Wholesale Mortgage, LLC",5.5,140000,180,32,32,3,28,784,N,P,PU,1,P,FL,321,NULL,801,N,None,2023-03-01,2022-12-01,2023-02-01,5.5,31711.94,36740,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,784,437500,,,,,,,,
000135176949,C,U.S. Bank N.A.,6.62,277000,360,90,90,2,48,637,N,P,PU,1,P,GA,302,25,714,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.62,273627.81,12060,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,637,307777.78,,,,,,,,
000135176950,B,"Rocket Mortgage, LLC",6.99,160000,360,57,57,2,49,780,N,C,PU,1,I,FL,335,NULL,760,N,None,2023-03-01,2022-11-01,2023-01-01,6.99,157946.4,45300,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,760,280701.75,,,,,,,,
000135176951,C,Other,6.88,468000,360,85,85,4,43,675,Y,P,SF,1,P,NY,117,12,646,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.88,461791.93,35620,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,646,550588.24,,,,,,,,
000135176952,B,"United Wholesale Mortgage, LLC",6,597000,360,97,97,2,45,728,Y,P,SF,1,P,WA,981,35,736,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6,584629.92,42660,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,728,615463.92,,,,,,,,
000135176953,R,Other,5.75,185000,360,39,39,1,15,790,N,P,PU,1,P,SC,297,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.75,179321.12,16740,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,790,474358.97,,,,,,,,
000135176954,C,"Planet Home Lending, LLC",6.25,295000,360,70,70,3,40,791,N,P,CO,1,P,MA,019,NULL,777,N,None,2023-03-01,2022-12-01,2023-02-01,6.25,290911.86,14460,,,,,,,,,,,,,,,"Planet Home Lending, LLC",,,,,,,,,,,,,,,,,,,,,,777,421428.57,,,,,,,,
000135176955,C,"Lakeview Loan Servicing, LLC",7.12,539000,360,93,93,2,48,781,N,P,SF,1,P,TX,751,30,753,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,525765.88,19100,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,753,579569.89,,,,,,,,
000135176956,C,"Rocket Mortgage, LLC",6.88,277000,360,53,53,2,44,792,N,P,PU,1,P,GA,300,NULL,801,N,None,2023-03-01,2022-12-01,2023-02-01,6.88,273973.44,12060,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,792,522641.51,,,,,,,,
000135176957,R,"Flagstar Bank, National Association",6.62,102000,360,97,97,1,42,698,Y,P,SF,1,P,MI,490,25,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.62,100592.87,00000,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,698,105154.64,,,,,,,,
000135176958,R,Other,5.25,493000,360,90,90,1,18,798,Y,P,PU,1,P,TX,775,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.25,479382.66,26420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,798,547777.78,,,,,,,,
000135176959,R,Other,5.88,236000,360,38,38,2,28,804,N,P,SF,1,P,ID,834,NULL,804,N,None,2023-03-01,2023-01-01,2023-03-01,5.88,232956.08,26820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,804,621052.63,,,,,,,,
000135176960,C,"Lakeview Loan Servicing, LLC",6.25,475000,360,75,85,1,41,775,Y,P,CO,1,P,CA,951,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.25,418625.27,41940,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,775,633333.33,,,,,,,,
000135176961,R,Other,6.38,218000,360,69,69,1,37,798,N,P,MH,1,P,WA,990,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.38,215718.98,44060,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,798,315942.03,,,,,,,,
000135176962,C,Guild Mortgage Company LLC,7.88,476000,360,75,75,2,47,770,N,P,SF,2,I,FL,331,NULL,753,N,None,2023-03-01,2022-12-01,2023-02-01,7.88,471460.54,33100,,,,,,,,,,,,,,,Guild Mortgage Company LLC,,,,,,,,,,,,,,,,,,,,,,753,634666.67,,,,,,,,
000135176963,R,Other,6,314000,360,95,95,1,50,750,N,P,PU,1,P,WA,989,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-01-01,6,308537.28,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,750,330526.32,,,,,,,,
000135176964,R,"Rocket Mortgage, LLC",6.38,519000,360,70,70,2,37,661,N,C,PU,1,P,GA,300,NULL,701,N,None,2023-03-01,2022-12-01,2023-02-01,6.38,514784.37,12060,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,661,741428.57,,,,,,,,
000135176965,C,"Flagstar Bank, National Association",6.62,696000,360,80,80,2,47,751,Y,P,SF,1,P,CA,910,NULL,688,N,None,2023-03-01,2023-01-01,2023-03-01,6.62,687747.36,31080,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,688,870000,,,,,,,,
000135176966,R,"Rocket Mortgage, LLC",5.99,343000,360,60,60,1,42,722,N,C,PU,1,P,TX,750,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,5.99,337877.53,19100,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,722,571666.67,,,,,,,,
000135176967,C,Truist Bank,7.12,250000,360,55,55,2,27,778,N,R,SF,1,P,TX,774,NULL,818,N,None,2023-03-01,2022-11-01,2023-01-01,7.12,245180.89,26420,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,778,454545.45,,,,,,,,
000135176968,C,U.S. Bank N.A.,7,912000,360,95,95,1,44,746,Y,P,SF,1,P,CA,945,30,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7,910000,41860,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,746,960000,,,,,,,,
000135176969,R,Other,4,436000,180,80,80,1,42,771,N,P,SF,1,P,DC,200,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,4,410651.45,47900,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,771,545000,,,,,,,,
000135176970,R,Other,7.38,160000,360,80,80,1,22,741,Y,P,SF,1,P,OH,434,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.38,157959.63,45780,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,741,200000,,,,,,,,
000135176971,B,"United Wholesale Mortgage, LLC",5.5,452000,360,79,79,1,50,760,N,P,PU,1,P,FL,336,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.5,444863.39,45300,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,760,572151.9,,,,,,,,
000135176972,R,"Pulte Mortgage, L.L.C.",6,505000,360,95,95,2,42,717,N,P,PU,1,P,FL,322,30,717,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6,496712.77,27260,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,717,531578.95,,,,,,,,
000135176973,C,PennyMac Corp.,7.88,301000,360,95,95,2,49,767,Y,P,SF,1,P,LA,712,30,666,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7.88,297894.26,33740,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,666,316842.11,,,,,,,,
000135176974,R,Truist Bank,5.74,130000,360,57,57,2,37,726,N,P,PU,1,P,KY,401,NULL,745,N,None,2023-03-01,2022-12-01,2023-02-01,5.74,127930.45,31140,,,,,,,,,,,,,,,Truist Bank,,,,,,,,,,,,,,,,,,,,,,726,228070.18,,,,,,,,
000135176975,R,Other,6.38,120000,360,80,80,1,47,767,N,P,CO,1,P,IA,506,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.38,25612.39,47940,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,767,150000,,,,,,,,
000135176976,R,Other,6.88,508000,360,95,95,2,49,747,N,P,SF,1,P,CO,800,30,747,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.88,501520.7,19740,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,747,534736.84,,,,,,,,
000135176977,R,Other,7,494000,360,80,80,2,45,749,N,P,PU,1,P,TX,750,NULL,753,N,None,2023-03-01,2022-12-01,2023-02-01,7,488506.14,19100,,,,,,,,,,,,,,,Regions Bank,,,,,,,,,,,,,,,,,,,,,,749,617500,,,,,,,,
000135176978,B,Nationstar Mortgage LLC,7.12,448000,360,80,80,3,43,740,N,C,SF,1,P,CA,939,NULL,755,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,439887.16,41500,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,740,560000,,,,,,,,
000135176979,R,Other,7.5,169000,360,75,75,1,43,722,N,R,SF,1,I,IL,604,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,7.5,167461.85,16980,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,722,225333.33,,,,,,,,
000135176980,R,"Rocket Mortgage, LLC",5.99,225000,360,65,65,1,35,665,N,P,PU,1,P,TX,780,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.99,221008.97,41700,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,665,346153.85,,,,,,,,
000135176981,R,Other,6.38,128000,360,95,95,1,40,750,N,P,SF,1,P,IL,622,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.38,126112.15,41180,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,750,134736.84,,,,,,,,
000135176982,C,U.S. Bank N.A.,6,616000,360,80,80,1,45,795,N,P,PU,1,P,ID,836,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6,606472.53,14260,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,795,770000,,,,,,,,
000135176983,R,Other,6.88,650000,360,75,75,3,40,801,Y,P,PU,1,P,CO,805,NULL,737,N,None,2023-03-01,2023-01-01,2023-03-01,6.88,489164.6,14500,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,737,866666.67,,,,,,,,
000135176984,C,PennyMac Corp.,7.5,453000,360,75,75,1,48,772,N,P,PU,1,I,FL,334,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.5,447977.49,33100,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,772,604000,,,,,,,,
000135176985,R,Other,6,347000,360,89,89,1,40,726,Y,P,SF,1,P,UT,840,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6,342003.48,36260,,,,,,,,,,,,,,,NewRez LLC successor by merger with Specialized Loan Servicing LLC,,,,,,,,,,,,,,,,,,,,,,726,389887.64,,,,,,,,
000135176986,C,"United Wholesale Mortgage, LLC",6.43,244000,360,75,75,2,42,780,N,C,SF,1,I,NJ,080,NULL,765,N,None,2023-03-01,2022-12-01,2023-02-01,6.43,240511.58,37980,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,765,325333.33,,,,,,,,
000135176987,R,Fairway Independent Mortgage Corporation,6.62,340000,360,80,80,2,39,762,N,P,PU,1,P,OH,442,NULL,789,N,None,2023-03-01,2022-11-01,2023-01-01,6.62,236293.3,10420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,762,425000,,,,,,,,
000135176988,R,"CrossCountry Mortgage, LLC",6.75,280000,360,94,94,1,47,799,Y,P,SF,1,P,IL,605,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.75,276390.17,16980,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,799,297872.34,,,,,,,,
000135176989,R,"Guaranteed Rate, Inc.",5.99,288000,360,75,75,2,46,672,Y,P,PU,1,P,AZ,853,NULL,716,N,None,2023-03-01,2022-12-01,2023-02-01,5.99,283482.62,38060,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,672,384000,,,,,,,,
000135176990,R,Other,6.12,180000,360,75,75,1,34,801,Y,P,CP,1,P,MI,482,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.12,176114.17,19820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,801,240000,,,,,,,,
000135176991,R,"loanDepot.com, LLC",6.38,669000,240,66,66,2,36,681,N,C,SF,1,P,KY,402,NULL,695,N,None,2023-03-01,2022-11-01,2023-01-01,6.38,647438.91,31140,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,681,1013636.36,,,,,,,,
000135176992,R,Other,4.62,700000,360,74,74,2,22,782,Y,P,PU,1,P,KS,662,NULL,792,N,None,2023-03-01,2022-10-01,2022-12-01,4.62,677762.17,28140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,782,945945.95,,,,,,,,
000135176993,B,"United Wholesale Mortgage, LLC",6,200000,360,58,58,1,31,772,Y,P,SF,1,P,NY,140,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6,197332.13,15380,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,772,344827.59,,,,,,,,
000135176994,R,Other,5.88,208000,360,80,80,1,40,784,N,P,PU,1,P,GA,308,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,204934.7,12260,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,784,260000,,,,,,,,
000135176995,R,Other,6.5,240000,360,93,93,2,15,768,Y,P,SF,1,P,MI,490,30,767,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.5,235511.04,28020,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,767,258064.52,,,,,,,,
000135176996,C,PennyMac Corp.,7.12,214000,360,75,75,1,36,807,N,P,SF,2,I,ME,042,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,211754.54,30340,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,807,285333.33,,,,,,,,
000135176997,R,"Rocket Mortgage, LLC",6.99,125000,360,50,50,1,36,636,N,C,SF,1,S,NH,038,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,6.99,125000,14460,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,636,250000,,,,,,,,
000135176998,R,Other,6.12,675000,360,90,90,2,45,781,N,P,SF,1,P,WA,980,25,770,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.12,61330.94,42660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,770,750000,,,,,,,,
000135176999,B,"United Wholesale Mortgage, LLC",5.85,455000,360,88,88,2,50,684,N,P,SF,1,P,OR,970,25,753,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.85,448259.93,38900,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,684,517045.45,,,,,,,,
000135177000,C,U.S. Bank N.A.,6.25,95000,360,95,101,1,28,658,Y,P,SF,1,P,IL,612,16,NULL,N,BPMI,2023-03-01,2022-10-01,2022-12-01,6.25,94819.25,19340,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,658,100000,,,,,,,,
