LOAN_ID,ORIG_CHN,SELLER,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,AQSN_DTE,ORIG_DTE,FRST_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,LPI_DTE,FCC_DTE,DISP_DTE,SERVICER,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST
000135177086,R,Other,7.38,86000,360,95,95,1,48,782,N,P,SF,1,P,IN,465,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.38,83624.36,43780,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,782,90526.32,,,,,,,,
000135177087,C,"Flagstar Bank, National Association",5.49,510000,360,72,72,1,50,693,N,C,SF,1,P,MA,018,NULL,NULL,N,None,2023-03-01,2022-10-01,2022-12-01,5.49,500600.7,14460,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,693,708333.33,,,,,,,,
000135177088,C,"PennyMac Loan Services, LLC",7.12,285000,360,57,57,2,23,782,N,P,CO,1,S,CO,804,NULL,768,N,None,2023-03-01,2022-11-01,2023-01-01,7.12,281632.97,00000,,,,,,,,,,,,,,,"PennyMac Loan Services, LLC",,,,,,,,,,,,,,,,,,,,,,768,500000,,,,,,,,
000135177089,R,NewRez LLC,6.99,417000,360,95,95,2,46,732,Y,P,SF,1,P,WA,982,30,768,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.99,407595.17,42660,,,,,,,,,,,,,,,New Residential Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,732,438947.37,,,,,,,,
000135177090,R,Other,6.62,400000,360,50,50,1,39,770,N,R,PU,1,P,AZ,852,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,391975.3,38060,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,770,800000,,,,,,,,
000135177091,R,"Rocket Mortgage, LLC",6.99,140000,360,94,94,1,45,713,N,P,SF,1,P,OH,436,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.99,138279.94,45780,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,713,148936.17,,,,,,,,
000135177092,R,Other,6.62,110000,360,75,75,2,23,786,N,P,SF,1,I,AL,356,NULL,801,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,108837.96,26620,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,786,146666.67,,,,,,,,
000135177093,B,"Rocket Mortgage, LLC",5.5,589000,360,75,75,3,42,739,Y,P,SF,1,P,CA,917,NULL,767,N,None,2023-03-01,2022-12-01,2023-02-01,5.5,573580.46,31080,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,739,785333.33,,,,,,,,
000135177094,B,"Rocket Mortgage, LLC",5.99,524000,360,80,80,2,39,802,N,P,PU,1,P,CA,917,NULL,800,N,None,2023-03-01,2022-12-01,2023-02-01,5.99,515360.01,40140,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,800,655000,,,,,,,,
000135177095,R,Other,6.12,196000,180,80,80,2,25,652,N,C,SF,1,P,TX,775,NULL,663,N,None,2023-03-01,2023-01-01,2023-03-01,6.12,187061.04,26420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,652,245000,,,,,,,,
000135177096,R,Guild Mortgage Company LLC,7.12,454000,360,95,95,2,45,744,N,P,PU,1,P,MO,633,30,741,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,448932.72,41180,,,,,,,,,,,,,,,Guild Mortgage Company LLC,,,,,,,,,,,,,,,,,,,,,,741,477894.74,,,,,,,,
000135177097,R,"Rocket Mortgage, LLC",6.99,187000,360,78,78,2,18,687,N,C,SF,1,P,NJ,080,NULL,747,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,181910.13,37980,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,687,239743.59,,,,,,,,
000135177098,R,"Rocket Mortgage, LLC",6.5,174000,360,75,75,1,47,763,N,C,SF,1,I,VT,051,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.5,171887.3,00000,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,763,232000,,,,,,,,
000135177099,C,"Planet Home Lending, LLC",7.25,218000,360,97,97,2,35,794,Y,P,SF,1,P,PA,174,25,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7.25,215585.27,49620,,,,,,,,,,,,,,,"Planet Home Lending, LLC",,,,,,,,,,,,,,,,,,,,,,794,224742.27,,,,,,,,
000135177100,R,Other,7.5,132000,360,75,75,1,46,693,N,P,SF,2,I,WI,532,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,7.5,129127.09,33340,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,693,176000,,,,,,,,
000135177101,R,Other,6.88,90000,360,75,75,1,37,769,N,C,SF,1,I,MO,631,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.88,88982.51,41180,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,769,120000,,,,,,,,
000135177102,R,Other,6.25,138000,360,88,88,2,39,795,N,P,CO,1,P,IL,601,25,813,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.25,135470.05,16980,,,,,,,,,,,,,,,"Planet Home Lending, LLC",,,,,,,,,,,,,,,,,,,,,,795,156818.18,,,,,,,,
000135177103,R,Other,6.12,236000,360,80,80,1,38,790,Y,P,SF,1,P,MI,495,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.12,232925.04,24340,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,790,295000,,,,,,,,
000135177104,R,"CrossCountry Mortgage, LLC",5.99,250000,360,50,50,1,46,796,Y,P,PU,1,P,TX,773,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.99,246393.48,26420,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,796,500000,,,,,,,,
000135177105,R,Fairway Independent Mortgage Corporation,6.62,203000,360,70,70,2,30,800,N,P,SF,1,P,PA,170,NULL,809,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,200132.96,25420,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,800,290000,,,,,,,,
000135177106,R,Other,6.38,225000,360,53,53,1,43,801,N,C,PU,1,P,WA,986,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.38,220993.28,38900,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,801,424528.3,,,,,,,,
000135177107,C,"PennyMac Loan Services, LLC",6.99,341000,360,66,66,2,30,725,N,R,SF,1,P,KS,670,NULL,766,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,336612.35,48620,,,,,,,,,,,,,,,"PennyMac Loan Services, LLC",,,,,,,,,,,,,,,,,,,,,,725,516666.67,,,,,,,,
000135177108,B,"Rocket Mortgage, LLC",6.12,164000,360,28,28,2,29,738,N,C,PU,1,P,CO,811,NULL,741,N,None,2023-03-01,2022-12-01,2023-03-01,6.12,160475.41,00000,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,738,585714.29,,,,,,,,
000135177109,C,PHH Mortgage Corporation,7.62,278000,360,75,75,1,36,693,N,R,SF,1,I,AZ,850,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,7.62,276177.51,38060,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,693,370666.67,,,,,,,,
000135177110,R,Fairway Independent Mortgage Corporation,5.99,327000,360,95,95,2,23,793,Y,P,SF,1,P,FL,321,30,784,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.99,322045.31,19660,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,784,344210.53,,,,,,,,
000135177111,B,"United Wholesale Mortgage, LLC",7.16,128000,360,75,75,1,25,787,N,P,CO,1,I,MI,483,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,7.16,122199.76,19820,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,787,170666.67,,,,,,,,
000135177112,R,Other,7,182000,360,88,88,1,26,724,N,R,SF,1,P,OH,431,25,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7,177795.45,18140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,724,206818.18,,,,,,,,
000135177113,R,Other,6.38,213000,360,95,95,1,43,788,Y,P,SF,1,P,MN,554,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.38,209647.4,33460,,,,,,,,,,,,,,,Regions Bank,,,,,,,,,,,,,,,,,,,,,,788,224210.53,,,,,,,,
000135177114,R,Other,6.62,80000,360,27,27,1,20,781,N,R,SF,1,P,NH,031,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-03-01,6.62,78990.34,31700,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,781,296296.3,,,,,,,,
000135177115,R,Other,6.5,235000,360,97,97,2,41,756,Y,P,SF,1,P,IA,526,35,779,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.5,231560.78,00000,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,756,242268.04,,,,,,,,
000135177116,R,Guild Mortgage Company LLC,6.99,366000,360,95,95,3,49,674,N,P,SF,1,P,GA,314,30,774,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.99,361381.43,42340,,,,,,,,,,,,,,,Guild Mortgage Company LLC,,,,,,,,,,,,,,,,,,,,,,674,385263.16,,,,,,,,
000135177117,B,"United Wholesale Mortgage, LLC",5.88,413000,360,78,78,1,35,764,N,P,SF,1,P,UT,843,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.88,403346.93,36260,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,764,529487.18,,,,,,,,
000135177118,R,Other,6.88,251000,360,85,85,1,40,743,N,P,SF,1,P,GA,314,12,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.88,247604.41,42340,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,743,295294.12,,,,,,,,
000135177119,R,"Rocket Mortgage, LLC",5.88,252000,360,80,80,1,27,792,N,P,PU,1,P,WV,265,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,248286.23,34060,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,792,315000,,,,,,,,
000135177120,C,Other,6.5,374000,360,95,95,1,23,701,Y,P,PU,1,P,NC,280,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.5,367362.87,16740,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,701,393684.21,,,,,,,,
000135177121,R,Other,6.99,179000,360,65,65,1,42,725,N,P,PU,1,P,AZ,864,NULL,NULL,N,None,2023-03-01,2021-08-01,2023-02-01,6.99,174760.73,29420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,725,275384.62,,,,,,,,
000135177122,R,"loanDepot.com, LLC",5.88,185000,180,41,41,1,43,665,N,C,MH,1,P,WA,993,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.88,176655.73,28420,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,665,451219.51,,,,,,,,
000135177123,R,Other,7.62,700000,360,63,63,1,49,658,N,P,PU,1,P,FL,328,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,692603.63,36740,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,658,1111111.11,,,,,,,,
000135177124,R,Other,7,190000,360,95,95,1,47,717,N,P,SF,1,P,MO,657,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,7,188924.93,00000,,,,,,,,,,,,,,,"Specialized Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,717,200000,,,,,,,,
000135177125,R,"CrossCountry Mortgage, LLC",6.62,74000,360,74,74,1,42,643,Y,P,SF,1,P,IN,462,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,73052.44,26900,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,643,100000,,,,,,,,
000135177126,R,Other,6.25,294000,360,95,95,1,37,767,Y,P,MH,1,P,TX,760,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.25,289515.74,19100,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,767,309473.68,,,,,,,,
000135177127,B,Other,6,324000,360,97,97,2,42,751,Y,P,SF,1,P,OR,972,35,753,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6,319136.35,38900,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,751,334020.62,,,,,,,,
000135177128,R,"CrossCountry Mortgage, LLC",6,527000,360,62,62,1,50,809,N,P,PU,1,P,GA,302,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6,518451.95,12060,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,809,850000,,,,,,,,
000135177129,R,"Rocket Mortgage, LLC",5.88,104000,360,81,81,1,29,751,Y,P,CO,1,P,IL,600,12,NULL,N,BPMI,2023-03-01,2022-10-01,2022-12-01,5.88,102376.25,16980,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,751,128395.06,,,,,,,,
000135177130,R,Other,7.25,300000,360,43,43,1,43,712,N,C,PU,1,P,FL,347,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.25,296337.13,36740,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,712,697674.42,,,,,,,,
000135177131,R,Other,6.25,178000,360,65,65,1,45,740,N,C,SF,1,P,VA,232,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.25,175107.81,40060,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,740,273846.15,,,,,,,,
000135177132,R,Other,6.5,225000,360,75,75,2,26,809,N,P,CO,1,I,MD,217,NULL,809,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,222049.95,12580,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,809,300000,,,,,,,,
000135177133,C,U.S. Bank N.A.,7.12,285000,360,92,94,2,47,811,Y,P,SF,1,P,MD,212,16,810,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,280643.67,12580,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,810,309782.61,,,,,,,,
000135177134,C,"United Wholesale Mortgage, LLC",6,151000,360,72,72,2,29,702,N,C,SF,1,P,GA,316,NULL,692,N,None,2023-03-01,2022-12-01,2023-02-01,6,148565.71,46660,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,692,209722.22,,,,,,,,
000135177135,R,Other,5.75,200000,360,59,59,1,42,770,N,P,PU,1,S,AL,368,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.75,196517.01,12220,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,770,338983.05,,,,,,,,
000135177136,B,Other,6.25,650000,360,65,65,2,48,757,N,P,SF,1,P,UT,840,NULL,742,N,None,2023-03-01,2022-11-01,2023-01-01,6.25,639800.73,41620,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,742,1000000,,,,,,,,
000135177137,R,"Guaranteed Rate, Inc.",6.62,560000,360,80,80,2,39,790,Y,P,SF,1,P,FL,341,NULL,756,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,552151.2,34940,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,756,700000,,,,,,,,
000135177138,R,"CrossCountry Mortgage, LLC",6.25,320000,360,97,97,1,45,731,Y,P,PU,1,P,AZ,857,35,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.25,315700.91,46060,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,731,329896.91,,,,,,,,
000135177139,R,Other,7,86000,240,38,38,1,38,650,N,R,SF,1,P,PA,190,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7,81636.53,37980,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,650,226315.79,,,,,,,,
000135177140,R,"loanDepot.com, LLC",7.62,186000,360,19,19,1,40,727,N,C,SF,1,P,MA,024,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,184035.39,14460,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,727,978947.37,,,,,,,,
000135177141,R,"Movement Mortgage, LLC",7.56,340000,360,80,80,2,44,695,N,P,SF,1,P,NC,287,NULL,673,N,None,2023-03-01,2022-12-01,2023-02-01,7.56,336608.67,00000,,,,,,,,,,,,,,,"Movement Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,673,425000,,,,,,,,
000135177142,B,"United Wholesale Mortgage, LLC",5.94,270000,360,75,75,1,45,665,Y,P,SF,1,P,FL,327,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.94,266357.2,36740,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,665,360000,,,,,,,,
000135177143,B,Other,6.62,469000,360,90,90,2,37,769,N,P,PU,1,P,MO,641,25,763,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.62,462629.15,28140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,763,521111.11,,,,,,,,
000135177144,R,"Wells Fargo Bank, N.A.",6.38,653000,360,94,94,2,44,766,Y,P,PU,1,P,CA,920,30,652,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.38,649620.88,41740,,,,,,,,,,,,,,,"Wells Fargo Bank, N.A.",,,,,,,,,,,,,,,,,,,,,,652,694680.85,,,,,,,,
000135177145,C,PennyMac Corp.,7.62,485000,360,75,75,1,29,747,N,C,SF,1,I,NJ,088,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.62,479740.94,35620,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,747,646666.67,,,,,,,,
000135177146,R,"loanDepot.com, LLC",8,150000,360,56,56,1,22,786,N,C,PU,1,P,MD,210,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,8,148077.69,12580,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,786,267857.14,,,,,,,,
000135177147,R,Other,5.5,115000,180,33,33,2,20,810,N,P,PU,1,P,SC,296,NULL,810,N,None,2023-03-01,2022-12-01,2023-02-01,5.5,90309.57,24860,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,810,348484.85,,,,,,,,
000135177148,R,Other,7.38,421000,360,90,90,2,34,736,Y,P,PU,1,P,TX,762,25,752,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.38,411411.24,19100,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,736,467777.78,,,,,,,,
000135177149,R,"Rocket Mortgage, LLC",6.88,405000,360,95,95,2,49,734,N,P,PU,1,P,FL,347,30,711,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.88,399758.52,36740,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,711,426315.79,,,,,,,,
000135177150,C,PennyMac Corp.,5.25,397000,180,70,70,2,39,766,N,P,PU,1,S,WA,980,NULL,797,N,None,2023-03-01,2022-12-01,2023-02-01,5.25,375952.71,42660,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,766,567142.86,,,,,,,,
000135177151,R,Other,6.88,110000,360,74,74,3,45,774,N,P,CO,1,P,MI,480,NULL,804,N,None,2023-03-01,2023-01-01,2023-03-01,6.88,108461.27,19820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,774,148648.65,,,,,,,,
000135177152,R,"CrossCountry Mortgage, LLC",6.5,930000,360,60,60,1,44,814,N,P,SF,1,I,CA,928,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,917806.27,31080,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,814,1550000,,,,,,,,
000135177153,R,Other,3,450000,360,70,70,2,16,725,N,R,SF,1,P,NC,277,NULL,749,N,None,2023-03-01,2021-09-01,2022-11-01,3,436606.39,20500,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,725,642857.14,,,,,,,,
000135177154,R,"Rocket Mortgage, LLC",5.99,444000,360,80,80,1,45,720,N,C,SF,1,P,MD,208,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-01-01,5.99,437119.9,47900,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,720,555000,,,,,,,,
000135177155,R,Other,6.5,570000,360,93,93,1,38,753,N,P,SF,1,P,CA,953,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.5,561970.57,33700,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,753,612903.23,,,,,,,,
000135177156,C,Other,7.12,184000,360,97,101,2,32,813,Y,P,CO,1,P,CO,802,18,808,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,181995.03,19740,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,808,189690.72,,,,,,,,
000135177157,R,"Wells Fargo Bank, N.A.",6,125000,180,36,36,1,40,693,N,C,SF,1,P,AZ,850,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6,115048.27,38060,,,,,,,,,,,,,,,"Wells Fargo Bank, N.A.",,,,,,,,,,,,,,,,,,,,,,693,347222.22,,,,,,,,
000135177158,C,"Flagstar Bank, National Association",7.62,237000,360,75,75,2,40,686,N,C,PU,1,P,MT,591,NULL,743,N,None,2023-03-01,2023-01-01,2023-03-01,7.62,234496.81,13740,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,686,316000,,,,,,,,
000135177159,C,"United Wholesale Mortgage, LLC",6.08,242000,360,70,70,1,42,800,N,P,PU,1,P,IL,600,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.08,11502.61,16980,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,800,345714.29,,,,,,,,
000135177160,R,"CrossCountry Mortgage, LLC",6.38,276000,360,95,95,1,43,760,N,P,PU,1,P,SC,294,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.38,272075.02,16700,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,760,290526.32,,,,,,,,
000135177161,R,"loanDepot.com, LLC",6.62,263000,360,49,49,2,44,728,N,P,SF,1,P,CA,922,NULL,799,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,259632.23,40140,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,728,536734.69,,,,,,,,
000135177162,C,"Fifth Third Bank, National Association",7.38,632000,360,95,95,2,49,682,N,P,SF,1,P,VA,230,30,722,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7.38,624220.72,40060,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,682,665263.16,,,,,,,,
000135177163,R,"Movement Mortgage, LLC",6.12,131000,360,97,97,1,46,791,Y,P,SF,1,P,AL,351,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.12,129106.72,00000,,,,,,,,,,,,,,,"Movement Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,791,135051.55,,,,,,,,
000135177164,R,Other,6.25,528000,360,80,80,2,35,820,Y,P,SF,1,P,WI,531,NULL,782,N,None,2023-03-01,2022-12-01,2023-02-01,6.25,520743.69,33340,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,782,660000,,,,,,,,
000135177165,R,Other,6.99,192000,360,80,80,2,40,753,N,C,SF,1,P,TN,373,NULL,737,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,189596.51,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,737,240000,,,,,,,,
000135177166,R,"loanDepot.com, LLC",5.88,160000,180,80,80,1,37,789,N,C,SF,1,P,PA,191,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,5.88,151367.14,37980,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,789,200000,,,,,,,,
000135177167,R,"Rocket Mortgage, LLC",5.99,115000,360,8,8,2,33,738,N,C,SF,1,P,CA,910,NULL,775,N,None,2023-03-01,2022-11-01,2023-01-01,5.99,112147.03,31080,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,738,1437500,,,,,,,,
000135177168,R,"Rocket Mortgage, LLC",6.99,310000,360,74,74,2,29,691,N,C,SF,1,P,VA,233,NULL,721,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,306196.42,47260,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,691,418918.92,,,,,,,,
000135177169,C,"AmeriHome Mortgage Company, LLC",6.12,50000,360,15,15,1,41,804,N,P,PU,1,P,OH,450,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.12,48412.19,17140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,804,333333.33,,,,,,,,
000135177170,R,Fairway Independent Mortgage Corporation,6.62,290000,360,92,92,1,49,724,N,P,SF,1,P,CT,062,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.62,282587.42,35980,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,724,315217.39,,,,,,,,
